mu1,mu2,mu3,mu4,tau1,tau2,tau3,tau4
-2.39826303099505,-3.60404771471255,-0.3034582971172,0.0870995807740318,3.78159671636527,5.49843160163589,2.89823341839394,11.8168588652472
-2.55136171398031,-3.5956807419902,-0.256639838248031,0.050782052618843,3.33698254559204,5.73817431288815,1.68004715000289,8.28730569431827
-2.41987111675286,-3.59278900707996,-0.353938533740037,-0.0164542035871414,3.21732011192353,6.73110768808345,2.44272755917739,8.82037522293062
-2.30834281114218,-3.60101109323467,-0.453274363505642,-0.00981761107938161,2.74366776821924,5.33859584098377,2.7565933850636,5.99203109159341
-2.398397270336,-3.65302978002417,-0.506119196991472,-0.0368494730812525,1.97690649003019,6.45757960277409,1.13039606468944,5.27827639273731
-2.4938900718268,-3.51059124925422,-0.349024763082321,0.111343314913292,3.42887513339576,6.15787364548066,2.1513059574353,7.18102467579626
-2.24569385543585,-3.47140092077352,-0.179536250055813,0.140823135361289,3.87638933694354,4.76150986351648,1.77202182850707,9.24275280024368
-2.33076606188934,-3.47195435074509,-0.204784354653578,0.286969812426808,2.63021127210378,5.39510607932888,1.32071276441572,7.87482200923037
-2.38953240081538,-3.52616194052413,-0.121375457352337,0.0301696667041742,3.27672886554135,4.45790404306044,1.6296858171633,6.43814398655428
-2.48003157868902,-3.44774397325485,-0.26283415381467,-0.00248653184505354,3.06670275018867,6.4702033771779,2.5167144854707,5.55539553737613
-2.46176139505515,-3.59562912473799,-0.44975239987101,0.11459244638009,3.56029386514472,4.47098637317133,2.10373591278068,6.8526319612948
-2.40203394870071,-3.48418716917788,-0.0752084692860968,0.0808502232546466,4.27406193411604,9.42621544502697,1.83473640694244,6.14038927911495
-2.46096013051935,-3.48129562450769,-0.194860100343559,-0.0425075243526533,5.67264299955164,12.7283190834558,1.40946893284777,5.98971648763812
-2.2633463123536,-3.42003816042302,-0.256568037247269,0.111504744760097,4.30172725631655,8.19621322707595,2.1077319964821,7.3690833122059
-2.40706793269127,-3.53902518452147,-0.315532795766001,0.0861649226696497,3.85399320411259,9.278804133931,1.49332462594636,4.35235613008573
-2.29513883186736,-3.48088843627677,-0.143506406691507,0.0542848544870145,5.24647209284705,9.68849670740279,2.28795337525738,8.70307535493551
-2.35164818810223,-3.53534029911496,0.0870032782425229,0.0179689047990735,3.53012183207096,7.67363822361538,1.96483115600224,6.52195441513553
-2.38259874869485,-3.54723106422649,-0.280903278916811,0.0668978754120779,4.41465764265282,7.95240973240219,1.49248506808255,6.42877230726696
-2.42983268257713,-3.45089902297018,-0.16777372709375,0.112411652802145,5.27683534818746,4.86487534265933,1.83746513705872,6.94993993576339
-2.37804442534194,-3.57094498770965,-0.232149876776961,0.0985716132904589,4.51689113813149,8.06506579031575,1.4754089358898,7.8845036948809
-2.4843300234779,-3.67423478027156,-0.331673849123662,-0.0212545037284491,3.50537342189306,3.67162666815479,1.97306006857564,8.13680422245926
-2.41016216691121,-3.48226204110598,-0.435111414184307,0.115903644707157,3.89512680894883,7.7919368626907,1.85069041386849,4.69552184261827
-2.38738130549425,-3.49278217360296,-0.201432356360241,-0.0367148864354161,4.67346338612005,6.25467956162777,1.25211419045331,6.70864899117715
-2.35391692491877,-3.48651865735833,-0.384832390945623,-0.014775993238818,4.36617208981117,4.30208435647161,1.84641403399429,8.03453884096517
-2.23299162299575,-3.47221534956847,-0.276429072966385,0.0876539679233675,3.60831758919238,6.48284665143217,1.88013634592716,5.42504415710739
-2.3225695377007,-3.3206599249122,-0.206785934948421,-0.0219199094827686,4.12404322993625,4.94345246001359,1.11374040808332,9.24386822928
-2.33381918455435,-3.45759993664365,-0.226205184972508,-0.00890661318039418,4.17413904149582,5.82631394137297,1.41320478373887,7.59150366932962
-2.37900646113941,-3.59816536962255,-0.189067891538961,0.0667349106440017,4.47782919868808,2.87861149998951,1.64270698579419,5.26123426330316
