mu1,mu2,mu3,mu4,tau1,tau2,tau3,tau4
-1.67486152406475,-4.57461028558256,0.158151253890694,0.121243188107333,1.21566848316936,0.480003627816706,0.798677101310966,2.3006115612498
-1.81924457417253,-4.97335333768621,0.147278819386618,0.036730873856396,1.16873439487557,0.505442555085497,2.22991024318954,5.0882816516896
-2.0670193416751,-4.98950968549938,0.0368117906396208,0.0794874254129888,1.88326290966979,1.03566707348313,1.33186548751885,4.11753084348899
-1.9922002964447,-4.81896235383186,-0.122477564793129,-0.0286642670304519,1.92216090281226,0.625159567401402,1.23285323892178,4.41170218335307
-2.13335402962379,-5.09109190015129,0.224644300164306,0.0115063789403384,1.66205591550068,0.515612033645666,2.10790093224071,4.43130107185345
-2.58333190051763,-4.65411696062629,0.1959278491376,0.0100891163778871,1.95366917540456,0.972161749342016,1.48650674175774,9.43396870427207
-2.22910414599912,-4.59272574849818,0.000694809821156157,0.114017501699901,1.6070530778143,0.757406794176605,2.20780258161004,9.23572343614256
-2.1711299121598,-4.0812745291403,0.15541497123972,0.155092943694143,1.55155353468584,0.886887707056084,2.26776167179912,10.7430512052001
-2.53895882243771,-3.99921605625162,0.0156122418173361,0.111306516777352,1.09499215453762,1.60244141383334,1.39856711996801,11.7089162003315
-2.24815941912304,-4.00484517362191,0.0664324484636173,0.181278685924389,2.3700804857933,0.980911219687188,2.90975349209856,12.3489420883054
-2.35385068112549,-4.1808570788364,0.0675850165181197,0.132764869652095,1.79263179148958,1.43113798303209,1.83806877752903,12.9875606845402
-2.33964964214649,-4.05553775092823,-0.191308643758319,0.177915387468318,1.48348376039421,2.02383744749093,2.02938767077249,15.4661773374605
-2.3007439270486,-4.04942217361173,0.299347690676257,0.0378067847200418,1.67583562314291,1.29006074097388,1.43232516852172,7.61267940223053
-2.48665028307037,-3.92823215105155,0.0111366847535698,0.0569440285448509,1.98988147256205,1.40293298739786,1.48993496143766,14.4381733063672
