qu0,qu0025,qu005,qu095,qu0975,qu1,id,time
1.77203264807002,1.87333316281918,1.89259028179039,2.06935562876444,2.09403419836128,2.15924088599249,1,0.166666666666667
1.81381566708353,1.87646995442607,1.89550278450893,2.0691493922983,2.08798366153404,2.1596160625368,1,0.333333333333333
1.80827657146662,1.87415283397499,1.89042618586539,2.07185744102128,2.08592056564182,2.14517177219789,1,0.5
1.78214727858024,1.87840896400409,1.89428854135054,2.07149843278458,2.08789251949028,2.2612039167001,1,0.666666666666667
1.79614083759344,1.8741456113576,1.88910548724554,2.10489225677679,2.99490849919008,3.7562681554147,1,0.833333333333333
1.77807989395133,1.88295401164545,1.90909332156078,3.94195540854288,4.10067536274881,5.21919570433528,1,1
1.78991098292483,1.89337220476218,1.91588097328602,4.52050945434119,4.61483142863972,6.28568541537927,1,1.16666666666667
1.85552007701635,1.97230755301283,2.00863893879081,4.92042219022576,4.98880670066251,6.88413431602012,1,1.33333333333333
1.91485629157214,2.96660981078853,3.66839524687507,5.22409923131393,5.28158893378893,7.17026787600397,1,1.5
2.00044833448234,4.05684435093117,4.33875458421277,5.43645535125165,5.5184679817247,7.24977465679384,1,1.66666666666667
1.97957276730024,4.48092255473854,4.65927002256959,5.63118345750499,5.68629701813662,7.63512732053166,1,1.83333333333333
3.94491616197941,4.82557262807911,4.91281567811956,5.78381793913132,5.86074876674042,7.77680084239714,1,2
4.63626087676058,5.06424546033934,5.13572160995117,5.9081281530084,5.97794896484845,7.95128922283017,1,2.16666666666667
4.86761533755282,5.20431784875695,5.27498505342748,6.02576903444832,6.10253927331495,8.1099433499936,1,2.33333333333333
5.03074833107471,5.32130632231561,5.41435404447419,6.13862744099196,6.20008840872644,8.26810406119584,1,2.5
5.12512535800066,5.43760175729491,5.52905068693417,6.22220435921624,6.29589756883582,8.17415680877594,1,2.66666666666667
5.23872941455061,5.52551046693566,5.61528601028625,6.32181248059863,6.38027665981235,8.34735786930113,1,2.83333333333333
5.40466426519255,5.61031883178817,5.698792109848,6.38977776476595,6.46367294689831,8.46042608303553,1,3
5.42853805201564,5.67324200317377,5.77110881809508,6.46564504228326,6.52354273858938,8.4524118459035,1,3.16666666666667
5.56481518917392,5.75804567703139,5.8485635598501,6.52404214230495,6.59815662794304,8.44001662035939,1,3.33333333333333
5.55536853773475,5.79576694003881,5.90227553060636,6.56582741416769,6.63509380120492,8.5566193447668,1,3.5
5.58865810256455,5.86938233822674,5.96484065140134,6.6352309032434,6.72399255186979,8.61752385297168,1,3.66666666666667
5.65078324297823,5.91336685174761,5.98853014369273,6.6975015716273,6.76370214251169,8.6934909479883,1,3.83333333333333
5.70032496841796,5.97263467747836,6.0534242856096,6.73475796351943,6.8172293400721,8.69277221251651,1,4
5.70589599325937,5.99320360350002,6.12631192311197,6.7909083323319,6.85368088051089,8.73051807151459,1,4.16666666666667
5.75880192425843,6.03286252423265,6.15764892588874,6.82399176141052,6.88638330610684,8.83826818604852,1,4.33333333333333
5.82057801257704,6.07810182637366,6.18871669352283,6.86577163254551,6.93681273338644,8.84855773785402,1,4.5
5.89815322935568,6.11910668906385,6.21761514875262,6.91398800685259,6.9937461894043,8.73448011586039,1,4.66666666666667
5.94904634895827,6.14292524426575,6.25736683925752,6.94291106688219,7.01265954293912,9.06788664653239,1,4.83333333333333
