qu0,qu0025,qu005,qu095,qu0975,qu1,time
-1.57376322414733,-0.613280383682634,-0.513351575879301,0.512921919757044,0.612687305508513,1.65318062568847,0
-2.73772988280015,-0.00891518210049367,0.143734474984407,3.29850155582168,3.87091950376735,9.66229891779603,0.2
-3.10228993344795,0.424770732806306,0.626719439930801,5.84547675068222,6.73344681689623,15.7525437899077,0.4
-2.89478210871675,0.810454681451743,1.06388282728561,7.86629757489307,8.92427975538978,20.7553332611702,0.6
-4.20073179125983,1.17071235323081,1.46684610495617,9.44977304698281,10.6424242167318,24.5120549208099,0.8
-4.08791125398548,1.50507273664675,1.84737264238385,10.7177537586669,12.0256821346322,26.9148415442572,1
-4.24009915081503,1.82466861778738,2.20595335842242,11.7274039377187,13.1638757932233,28.521584587925,1.2
-3.61427178811795,2.12439088724164,2.54580894642713,12.5626916100252,14.1138022321047,30.2618820699225,1.4
-4.00570542142871,2.40996362209797,2.8649354138771,13.2528420622708,14.9148413232328,32.5159004764242,1.6
-3.70407646458184,2.68130436083977,3.16308589002034,13.8368471952829,15.585120736173,34.4008201837075,1.8
-2.77003839254337,2.93763955427784,3.4437814478886,14.3242124672644,16.1798308883126,34.9242884510152,2
-2.5416565129049,3.18150176314437,3.70789364156141,14.7468167000035,16.6775648166117,37.1720818025625,2.2
-2.87317506928279,3.41333059459989,3.95526496019208,15.0958366901074,17.117448652099,39.9189863344662,2.4
-2.24752676013782,3.62848392068115,4.1860215168003,15.4054442876111,17.4947112926138,42.292796356134,2.6
-2.31133796541709,3.82860004741589,4.39902055460861,15.6630573179565,17.8287974048212,44.8855376871199,2.8
-2.77209767060133,4.02006867068927,4.59446457663716,15.8927147856656,18.1066387807935,47.0661865007047,3
-2.27292639137991,4.19911145235662,4.77413365133726,16.0937694183317,18.3546396304463,49.3065114024029,3.2
-2.80481214031177,4.36291097180192,4.93804809169261,16.2616657711652,18.5650775644299,51.000287808745,3.4
-1.95909563525706,4.51831442542594,5.08712121872042,16.4151882753594,18.7450030338127,53.1070126931389,3.6
-1.76900749552022,4.6542285999071,5.21996024896784,16.551029484991,18.9102574437498,54.7351015153251,3.8
-1.68718603234506,4.77933635138436,5.33975809304814,16.6705602268515,19.0579830420175,57.3006775317819,4
-1.84164563602265,4.8957305393819,5.44762250860903,16.7676515890638,19.1636593531739,58.5657466680193,4.2
-2.46444346939159,4.99756935319088,5.54582962100423,16.8590998119466,19.2900866158688,60.5269030874151,4.4
-2.04435458192636,5.09418218613288,5.63134832656727,16.9395719278961,19.3846935483005,62.6036924550683,4.6
-1.90406502042953,5.17289917800703,5.71211697801524,17.0157523025991,19.4694689312118,64.198140654368,4.8
-1.87686000349911,5.24991444366228,5.7825254897961,17.0837147856351,19.5483553036055,66.3384337651196,5
-1.7727799495844,5.32047528041292,5.84612463024413,17.1479110783372,19.6174854075238,66.8071587812998,5.2
-1.78436296908295,5.37981610461557,5.90378344226964,17.2028898441937,19.6844976834296,68.7300543495688,5.4
-1.36960058900491,5.44102687993157,5.95600663062867,17.2515841190965,19.7463711737202,70.3864803370659,5.6
-1.49557563079727,5.48579487961484,6.00242397379446,17.3056635970557,19.7948814092283,71.3084518342097,5.8
-2.25200266994628,5.53027372918498,6.0446307439521,17.3604521911195,19.8454744200124,73.1461747847648,6
-1.09858054910599,5.57500286850132,6.08350613541569,17.3989643664955,19.8957599264781,74.656338361144,6.2
-0.973956929392311,5.60839733943058,6.11633489854545,17.4450242505192,19.9215662951073,75.4586285207806,6.4
-1.25182668219497,5.64460736026796,6.14861772222624,17.4827794724648,19.9645164774004,77.1248310621202,6.6
-0.764191509504491,5.67568091144549,6.1783807290387,17.5241488619688,19.9948733046766,77.5302758819604,6.8
-1.18521332487459,5.70484523877549,6.20656284316304,17.5588200244139,20.0228526405072,78.7935522656068,7
-1.96056568177015,5.72757855692617,6.22978076885419,17.5965890874583,20.0588824811118,80.1375152905782,7.2
-1.26600401549333,5.75451054626542,6.25007367871418,17.6391142893337,20.0847995539871,81.3689206243839,7.4
-2.49841454600862,5.77396508415015,6.27221028542459,17.6626883484406,20.1113389853632,82.1999392874189,7.6
-2.58705221852464,5.79568667919599,6.29219469993954,17.6987248116365,20.1366016051037,82.9327988813845,7.8
-2.22695138376799,5.81003361331051,6.30749633478363,17.7299647259351,20.1534195427994,83.9550736890983,8
-2.08587542888268,5.8290716259594,6.32065396593148,17.757532743236,20.1765801228284,84.7062644381513,8.2
-1.68174139665202,5.844088176354,6.33854243466075,17.7801173853815,20.1996435798675,85.7137579752593,8.4
-1.3625278575568,5.8594286419416,6.35012526129409,17.8057919451708,20.2235185520743,86.5649589854449,8.6
-1.41302627589419,5.87343762478595,6.3623936705173,17.8353851583417,20.2381015108611,87.1928501908577,8.8
-0.0599331168356964,5.88509601122395,6.37312772987712,17.8631385163928,20.2525196058893,88.1094763310163,9
-0.332501945268421,5.89339510867857,6.38349842073384,17.8877987558084,20.2725575990119,88.2062113686894,9.2
0.317124721197662,5.90712394246287,6.39397179877116,17.90961599139,20.2926113731584,89.3587560502288,9.4
-0.021358513319223,5.91717663110354,6.40406679327684,17.9287357549428,20.3153594603876,90.2204808437876,9.6
0.211366355140993,5.9246914328286,6.41206734036206,17.9513635790765,20.3334744083619,90.9561154918775,9.8
0.0741509553177445,5.93496391595115,6.41857237022621,17.9771078221286,20.3461321537198,91.599672663646,10
