mu1,mu2,mu3,tau1,tau2,tau3
-0.951918328031973,2.47826133853635,-0.429014327933579,1.36502044596332,3.65692278722067,3.20639517131867
-0.65772412440612,2.52467693753886,-0.416305891859512,2.07693774457315,3.83003175338977,3.39615155807877
-0.759197499257605,2.3190872983333,-0.638637597006364,2.49402271764464,6.064703464485,4.07875092886664
-0.729117355399667,2.39119203081991,-0.681584685662373,2.36631792607522,3.84480838144156,3.04621840100597
-0.725188380268022,2.29745744147272,-0.636668381953826,2.92449889058123,8.6686679591718,4.19911964149028
-0.7068327341188,2.34385694886154,-0.780499466945092,3.46157492133492,4.96180098766431,4.60821293180198
-0.588676593443058,2.26356715250256,-0.645960889483567,2.96860612736131,5.40861511481866,3.97038203671728
-0.762407395069388,2.37576310467651,-0.596642141264781,2.79009011089273,5.56312136298534,4.37648654519606
-0.658144767111832,2.44037028942242,-0.779475557763781,3.66699550836116,7.18199450164644,4.12661488598402
-0.733422258770976,2.44574865817945,-0.739600000677957,2.92294995654058,5.80185547583132,3.7168496236147
-0.769303509995069,2.2760058610147,-0.876357420133396,3.81006053072183,5.78723449882333,4.3936770562391
-0.585643332711363,2.40741547102715,-0.616051987457417,2.90584589591933,5.58216841502401,3.00368404857157
-0.663224076710366,2.33007894172931,-0.945616087391099,2.76194480659117,6.63976054120308,4.37909800279302
-0.720793100668385,2.37082577117075,-0.83372843656161,2.91686436636556,8.78563329220445,3.65930701110909
-0.590248274355993,2.29997867345977,-0.69733755653152,2.40922571384317,6.76521739766274,3.15633176457775
-0.673459472011566,2.39432065011929,-0.675368539186956,2.20187172881604,8.73639381750631,5.05286380592053
-0.734411312377076,2.33548906293657,-0.705568399888593,2.84606691175197,5.03905592631752,3.69042009393021
-0.617672328358261,2.39931891106434,-0.848781131940195,2.71640952488121,5.34942089772103,3.52039023615334
-0.685218065270331,2.36290242853019,-0.716166141985622,2.51206668674115,5.15394211614124,3.28525250577589
-0.618680379270386,2.19656154031931,-0.808898989215453,3.40134529069905,4.91639571092516,4.17783378595408
-0.617480198976863,2.39451154186962,-0.867100557252578,2.98295470074164,4.07475691357137,4.47447456908115
-0.60948419424394,2.30598111992823,-0.749831580158512,2.9431093932159,7.7598989777813,5.02723641082563
-0.60569966868159,2.29329931461917,-0.646134156284382,2.26217778681925,5.69814286455286,3.94055366617545
-0.483767840400052,2.36933439938093,-0.733490904454763,2.80838920133405,9.01194596868943,4.71100662562017
-0.487392517046126,2.43900163411794,-0.646070812096336,2.5822893575866,6.72708648027551,5.17358453463146
-0.540031663594909,2.34702452225201,-0.762518067204253,2.9375100284902,7.55102223040038,3.78443398182465
-0.676833569499833,2.30493402751848,-0.618797022579813,2.60379607415323,6.71888264113473,2.77504275591199
-0.702229679452192,2.29754029885192,-0.837021907223533,2.2149920695571,8.04412785685751,4.509463476704
-0.583327079216834,2.33545165306661,-0.731342162108426,2.09282227747912,6.21499860435511,4.77766363490808
-0.831207849673627,2.30706487119227,-0.703218567388699,2.38569723045833,8.03551062636722,4.79278069285647
