qu0,qu0025,qu005,qu095,qu0975,qu1,id,time
1.23986803922609,1.40771206046728,1.45668020340547,1.96837723244219,2.00458403287647,2.40153825872304,1,0
1.21893152052007,1.44680848575491,1.49409878593664,4.72419637659667,4.9342051846354,5.36631695952993,1,0.508474576271186
1.37625298388624,1.76616392267649,1.87243230401811,6.03934664757053,6.11076478035415,6.34946232620547,1,1.01694915254237
2.34694380258443,5.38812806286692,5.60459508395523,6.55349382347125,6.62744695164697,6.79727005645489,1,1.52542372881356
2.44154444436152,6.02057410843292,6.1213613469263,6.85035428239083,6.90519749731975,7.11543111683803,1,2.03389830508475
2.5475864941477,6.33053728635505,6.41122885766262,7.03121658188034,7.07286276349778,7.2255952243673,1,2.54237288135593
2.53852978654024,6.50190231588096,6.5835647134573,7.15043805274796,7.19562440120425,7.41113477163247,1,3.05084745762712
2.45420480139127,6.61418113862237,6.6962849295436,7.2484922477987,7.28942415647742,7.48275676258738,1,3.5593220338983
2.38477212043861,6.68668486588352,6.74147465167395,7.3095445066739,7.36420838065838,7.54701008653516,1,4.06779661016949
3.50695616790916,6.75835755327779,6.81118500690422,7.37097701087625,7.41036295706696,7.59527903759514,1,4.57627118644068
5.24258293078787,6.78675340722867,6.84244707334932,7.40761659546578,7.44466232531515,7.65695905268866,1,5.08474576271186
5.64421780004557,6.7763586372708,6.85379753136893,7.43895999289293,7.50099137505764,7.65315025361524,1,5.59322033898305
5.95922682835109,6.78310155608071,6.85652751001746,7.44319070800342,7.50015242207844,7.71251766272029,1,6.10169491525424
6.29094249858284,6.76349831822369,6.84867519793727,7.44535949343009,7.51717967573147,7.74769227098212,1,6.61016949152542
5.96608469262841,6.79166873975176,6.86150626139017,7.46693821892082,7.51222205241052,7.77120305929097,1,7.11864406779661
6.03423527778823,6.75386502691067,6.84183034113228,7.46691826337007,7.53634057412325,7.72544668553167,1,7.6271186440678
6.00830015861166,6.74092875458611,6.8198137487344,7.47024713251462,7.53292095916498,7.6937406905926,1,8.13559322033898
5.9631592288054,6.72116801538572,6.81294449180516,7.47314849411602,7.54298875174006,7.72099373682062,1,8.64406779661017
5.90869198776163,6.69739227432327,6.78919040907779,7.46986869397803,7.51879733536036,7.73141069787735,1,9.15254237288136
5.81580656849306,6.68555254828134,6.76314202300065,7.47646907710107,7.52080995686344,7.78687469376849,1,9.66101694915254
5.92672195282059,6.63751086955886,6.74469785833236,7.44889602889311,7.51903155426855,7.69459430587741,1,10.1694915254237
5.75540843795229,6.61426089518866,6.70993457368378,7.44571782149909,7.51140114044378,7.69256899919182,1,10.6779661016949
5.61921166712105,6.59740298082918,6.6814643950162,7.44722790880222,7.49983627575566,7.74987441581061,1,11.1864406779661
5.58608084620213,6.56279751675508,6.6578221232983,7.42970769594642,7.50974270121504,7.70020379128435,1,11.6949152542373
5.5970298310618,6.52718351768298,6.61872739574854,7.40959780815716,7.47279756447549,7.76745673127317,1,12.2033898305085
5.6177434557434,6.49423357149205,6.59124175354882,7.41888995439622,7.48841659622083,7.6684909989905,1,12.7118644067797
5.28197732788988,6.47765831264752,6.59568755397671,7.414096567203,7.451348885032,7.70144416848065,1,13.2203389830508
5.62808304801995,6.43492461419218,6.53920531606587,7.3744823053232,7.44443984432314,7.74148433334978,1,13.728813559322
5.1968705318003,6.37662441256842,6.51087539722069,7.37162979376697,7.43187725043277,7.62812427402203,1,14.2372881355932
5.2719996387959,6.3344940871051,6.46836408755361,7.34920813824516,7.4135110956683,7.60914434696679,1,14.7457627118644
5.006875641357,6.31782299379107,6.42226711238172,7.33795917731442,7.4187189456993,7.66915114195362,1,15.2542372881356
4.87077909809996,6.29160629971298,6.40308566515137,7.34149800990098,7.40136201152128,7.66506635971817,1,15.7627118644068
4.830847468654,6.23483314691718,6.37652029568546,7.31511447858007,7.38878303470835,7.67015444327078,1,16.271186440678
4.87323968941484,6.21226648145564,6.33959023499459,7.28844653787195,7.38055695413779,7.59095700154286,1,16.7796610169492
4.72834175179327,6.19075889001292,6.29068412889693,7.28658712827533,7.34834072691086,7.60427677305228,1,17.2881355932203
4.53048090800324,6.16174481292164,6.25806036564278,7.2609336877136,7.3381119326699,7.64381482109751,1,17.7966101694915
4.36681491769819,6.11037120276852,6.22292355437749,7.25327361089007,7.35028060122859,7.60627342924565,1,18.3050847457627
4.27732518125825,6.08213023724212,6.17829753757749,7.24390090225647,7.33080399368393,7.60150042315826,1,18.8135593220339
3.97283441861888,6.0155803892352,6.16076892717883,7.22286918276591,7.30213105706554,7.6609182946453,1,19.3220338983051
4.29035332331248,6.00507392826425,6.12917669679842,7.21707921266386,7.30507935626537,7.59999714110929,1,19.8305084745763
4.10879635897456,5.96628721627774,6.09027788755707,7.19421765723581,7.27478924025243,7.55414137797691,1,20.3389830508475
4.08648681776146,5.94183534622695,6.04586299088986,7.17372244407624,7.26209894269241,7.50556311276242,1,20.8474576271186
4.16250512759779,5.85199080191255,6.00992432423197,7.17056608623615,7.24955726611293,7.57970145818976,1,21.3559322033898
4.06860085962249,5.86935672054452,5.99932783500043,7.14250284769929,7.23045024622955,7.58355083297592,1,21.864406779661
4.05834876480262,5.81418472851784,5.93450972334904,7.13981299515183,7.23048601313046,7.52751824314568,1,22.3728813559322
4.21740513776393,5.7859068531456,5.91102303023415,7.13896260361381,7.20969040316355,7.48833805323051,1,22.8813559322034
3.92150785358067,5.74818743978055,5.87749647680586,7.11071038179235,7.18518492166693,7.51720717861128,1,23.3898305084746
