qu0,qu0025,qu005,qu095,qu0975,qu1,id,time
-0.0377045433785056,0.874134851066979,0.984579272684248,3.03058688281645,4.04522341583121,5.10798275019958,1,0
1.88137460536801,2.50510227239359,2.72831123059011,6.26996129620065,6.32566095908531,6.67851845044323,1,0.508474576271186
2.31796292176613,5.80361827213827,5.85820677501792,6.90810138685453,6.94070982002762,7.13777336372172,1,1.01694915254237
2.72876077887774,6.30185599548336,6.37328820916556,7.21942448781031,7.27416731234805,7.45497484749707,1,1.52542372881356
2.12917869898261,6.56344341855107,6.63740843718274,7.39883986391111,7.44389423578717,7.56413410310589,1,2.03389830508475
6.5071670796941,6.74037165407898,6.80149085663858,7.50840259699916,7.54655633931224,7.67714501843337,1,2.54237288135593
6.58159330279774,6.8328343256734,6.8868247597621,7.57681417856824,7.61673978910027,7.7948387971366,1,3.05084745762712
6.2552387686051,6.87944965640596,6.94247102644046,7.6311735354703,7.66477062631758,7.77747065356098,1,3.5593220338983
6.65073130060131,6.91215876229693,6.98417100072178,7.65318907992737,7.70271159967498,7.88564742095033,1,4.06779661016949
6.66857068245465,6.9334669685254,7.00007075585709,7.67961214880112,7.71802769507852,7.95635797086823,1,4.57627118644068
6.65133756323531,6.9185039470817,7.02771249278275,7.68264189165462,7.72296800120168,8.09957790857772,1,5.08474576271186
6.62473708771466,6.90652547008628,7.023919314946,7.69851916703443,7.73022389077354,7.86676921653811,1,5.59322033898305
6.64757930367627,6.87767001623638,7.03196671645674,7.68529178065569,7.72432456175325,8.58613071496449,1,6.10169491525424
6.48905021586826,6.85791081494688,7.03250140751619,7.6965726609183,7.73583657877709,8.04992126693903,1,6.61016949152542
6.53214171871285,6.84414450938506,7.01185171396075,7.69026197844452,7.73162990338624,8.83898896297392,1,7.11864406779661
6.55862919808856,6.83173632258012,6.99158607947944,7.66944991711189,7.72197624681503,8.11769706570165,1,7.6271186440678
6.52447709448422,6.78819424124429,6.99309469699065,7.66893904865675,7.71847297199514,8.19470027894525,1,8.13559322033898
6.47934349677365,6.75128522588863,6.93618699624713,7.65439911707035,7.71108093647716,8.14137360804046,1,8.64406779661017
6.45924970033062,6.76147369774172,6.92467385998222,7.65516140041984,7.70212436401396,8.46909035728554,1,9.15254237288136
6.32581846047525,6.66243589340358,6.89253183315676,7.63864614489625,7.70400996338229,8.12749953742876,1,9.66101694915254
6.18515140037995,6.69128510627286,6.8875880325938,7.61412508502959,7.6842269008292,7.99668274566605,1,10.1694915254237
6.26925671678894,6.62758034397662,6.85530584781167,7.61837130370728,7.6588459117899,8.11996029961892,1,10.6779661016949
6.25279437713157,6.5950988784233,6.80236103614322,7.58995314839558,7.65490167572953,8.01261501372195,1,11.1864406779661
6.22849809462144,6.59052830409138,6.77459119411527,7.5892052223923,7.65334999698818,8.84450294511933,1,11.6949152542373
6.17183924840377,6.53946774252804,6.76494573819514,7.55285499446234,7.64679642223998,7.94801063538757,1,12.2033898305085
6.15571681439104,6.50660874970424,6.72718892218645,7.55401737331113,7.62178496408314,8.03371078515752,1,12.7118644067797
6.04127178078495,6.45361960106029,6.68472830790725,7.54110312577751,7.61475778757187,7.99903799786756,1,13.2203389830508
5.97086527705287,6.44197219042948,6.66144663916512,7.51505140460004,7.60193041426429,8.03783603650104,1,13.728813559322
5.98630097159797,6.42377539042832,6.6598646518856,7.51993592286729,7.60553786447774,7.9233300694935,1,14.2372881355932
5.88760112937786,6.35680045988897,6.61585757170478,7.52166791797416,7.57925924821657,7.99542126807646,1,14.7457627118644
5.79632613167651,6.33346592913259,6.57884885992754,7.48993765844243,7.54412566975047,7.87882676418364,1,15.2542372881356
5.73862415141761,6.3476239148574,6.55693668426706,7.47293535138374,7.56793267338655,8.04014290542122,1,15.7627118644068
5.76950448255804,6.31614432578692,6.53312933964153,7.47043244331149,7.55309560421022,7.76694463447912,1,16.271186440678
5.80689792408999,6.27069360663579,6.47605007139428,7.45826278429532,7.53107997573546,7.94384700572367,1,16.7796610169492
5.71364129675879,6.22405502666001,6.42223262215687,7.44136933384389,7.49705555291554,7.80230201862101,1,17.2881355932203
5.654317223693,6.2350982923238,6.42148375083612,7.42622287036405,7.48075615654595,7.85646771686691,1,17.7966101694915
5.49437436420254,6.18141685692137,6.39025592657872,7.40150768537421,7.5086858264078,8.00965416772567,1,18.3050847457627
5.45410268910351,6.1649932691345,6.34007129237333,7.40586132110869,7.46786026045386,7.94515866491649,1,18.8135593220339
5.51682879665595,6.1197346359551,6.34303371793044,7.37994355784288,7.46785610644418,8.41985584608161,1,19.3220338983051
5.31118907453248,6.11015152316974,6.27972128953022,7.35446296960209,7.43749496503907,7.99192677075355,1,19.8305084745763
5.34222374663288,6.03344228737302,6.22254979359981,7.3495340285442,7.43333650951653,7.83634487188204,1,20.3389830508475
5.40714655980392,6.03236175335035,6.19939745292015,7.33592873298285,7.43034497319139,7.97130297348839,1,20.8474576271186
5.25429826225202,5.99034275961817,6.16627180770736,7.32155672843183,7.41831534839641,7.78879607261235,1,21.3559322033898
5.18688436829162,5.95843837262668,6.16510031925435,7.31139684814401,7.41900336937507,7.83139112235009,1,21.864406779661
5.07263921484946,5.93049117526586,6.13349822993882,7.30755044726252,7.38378523216523,7.93331629988511,1,22.3728813559322
5.02787102865656,5.894330181823,6.06974660079169,7.28877340640158,7.3645620557856,7.84541491550273,1,22.8813559322034
4.96552782890664,5.89294772962247,6.07317105523567,7.27622887518773,7.37194851234729,7.75644869409111,1,23.3898305084746
4.8720655458908,5.84023322906601,6.04224681057095,7.24559913452593,7.34003976714906,7.73550367385789,1,23.8983050847458
4.78471238078812,5.79406570806487,5.96923432803362,7.23228833147763,7.30433419424352,7.77648869411349,1,24.4067796610169
4.79174620761751,5.81697515261173,5.96578369127621,7.22657304542701,7.31331013353832,7.72828219617652,1,24.9152542372881
4.59197365661436,5.77055952794493,5.93184650165582,7.21768173156065,7.30006965834733,7.8128748429793,1,25.4237288135593
4.63654158154305,5.73602773244335,5.88101665559785,7.19352710207294,7.29580010834443,7.7717165828416,1,25.9322033898305
4.53577495678796,5.65027570516181,5.8542694066088,7.18094734308383,7.29536521938345,7.79165436944565,1,26.4406779661017
4.55914276853443,5.64035448989987,5.82794178666595,7.15959395107371,7.27035096036255,7.67363873758249,1,26.9491525423729
4.30295254495395,5.59175228065032,5.78277817375082,7.14671934268865,7.26048143320772,7.75469477956791,1,27.4576271186441
4.43092997134514,5.5816703475886,5.75124951617263,7.12956064198471,7.24174320637308,7.55756595295357,1,27.9661016949153
4.33106254498154,5.54208189413771,5.72609133223173,7.12850152102161,7.22201464996048,7.72892715803512,1,28.4745762711864
4.25379185074803,5.50834274207007,5.7037451653276,7.09615585208015,7.212145180357,7.64241715046934,1,28.9830508474576
4.12602976325755,5.47007938381337,5.68603721956585,7.08711025262009,7.19270780805461,7.57824446281076,1,29.4915254237288
3.95420708762107,5.46223551431507,5.67561356156802,7.07308527328068,7.18722560898687,7.78369136591635,1,30
0.278150520665529,0.915593472167809,1.05234201900665,1.97330448111562,2.37400764034122,3.57896276817802,2,0
1.11184294024619,2.15704728582036,2.69869079320495,5.3192531558082,5.40312139267198,5.73526669481727,2,0.508474576271186
4.65469433429677,5.08450310451894,5.19278586497149,5.92850257922546,5.98520210940833,6.22622690162745,2,1.01694915254237
5.19505632452267,5.50296678528442,5.57788676805099,6.24421979681323,6.30513226137993,6.47292183459266,2,1.52542372881356
5.52314209029878,5.71548227926734,5.79708682912743,6.43318435567123,6.48328269872632,6.64528742248754,2,2.03389830508475
5.65760928347041,5.88263168856671,5.9351338092855,6.54698773609632,6.59556149370584,6.74190400320634,2,2.54237288135593
5.75843683466246,5.94072661048934,6.00923020863727,6.61286102725339,6.69121330189175,6.86838333401881,2,3.05084745762712
