mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,c1,c2,c3,c4,c5,c6,c7,c8
$\mu_{$\delta},$\mu_{$\gamma},$\mu_{k},$\mu_{t_0},$\mu_{m_0},$\mu_{scale},$\mu_{offset},$\mu_{$\sigma},$\tau_{$\delta},$\tau_{$\gamma},$\tau_{k},$\tau_{t_0},$\tau_{m_0},$\tau_{scale},$\tau_{offset},$\tau_{$\sigma},$\log $\delta,$\log $\gamma,$\log k, $\log t_0, $\log m_0, $\log scale, $\log offset, $\log $\sigma
