time,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20
5.08474576271186,7.21998379309321,7.20987475123594,6.66985541176411,5.78279070855099,6.21195927899758,6.94663646886756,7.56399379732346,6.44173212653711,6.9157365693006,6.93140817584138,6.77622665884482,7.15771687253074,6.31953117478362,6.34274955660216,7.12507507714033,7.3143496889004,6.88542208738921,6.57927762650825,6.61789713802668,6.87220537796709
5.59322033898305,7.17164031319973,7.31573746461595,6.60913196460678,5.88680925644592,6.17887194480106,7.00365059454767,7.56160697679533,6.40075757549781,6.90480478727056,6.926893062372,6.81119796357312,7.16287046024341,6.30232420730892,6.24510741381404,7.17682010105482,7.33313055872564,6.90806225187745,6.48911095038708,6.59760832631309,6.99788774044486
6.10169491525424,7.14384818201899,7.35642371882336,6.62445868463075,5.85862144719647,6.17930928356825,7.04801666601114,7.54874815592245,6.40740617249142,6.92213095322416,6.85169265911451,6.80829436710528,7.15816853016231,6.32667601319972,6.27181401730777,7.13304587539637,7.32310044428267,6.93041840295211,6.56802984064404,6.6490552839452,6.87032111226696
6.61016949152542,7.18181251585541,7.31975408624602,6.60492639582975,5.80875392343761,6.1323129369594,7.0607637629719,7.6115125585257,6.38374323208713,6.88149825445259,6.87808841264711,6.74058152309557,7.05798020783724,6.36738788157457,6.31656623378979,7.1486963754039,7.30762279607626,6.89720278493609,6.44591261261982,6.63544788767173,6.99063244330978
7.11864406779661,7.17021134021926,7.29755252483093,6.61088439386979,5.80437174223149,5.98219600386097,7.03412864872767,7.57956829069711,6.35863553431314,6.8711047372882,6.80636479689995,6.73959288617708,7.01320081502883,6.23025936789717,6.23735768995606,7.17425639904585,7.30767625932674,6.90146243391143,6.5527426577053,6.65910775712215,6.89967658239827
7.6271186440678,7.1190095125842,7.31705796028467,6.48985083243669,5.8326855053519,6.06747085526861,7.00865322856058,7.47282054250271,6.3639723388885,6.85462112414271,6.83505981319228,6.75816189750397,6.97281518881546,6.28780177004759,6.22404388391893,7.13194449391467,7.26059307781905,6.94813615882526,6.44371806721266,6.60696370519532,6.85134661770187
8.13559322033898,7.10133249669491,7.26178362546277,6.55997782283823,5.76556139846951,6.02240716710517,7.08065076140025,7.48571242253203,6.38479829283057,6.8236878438874,6.84287612117392,6.69418153023285,6.92050913185666,6.12900189609388,6.24141079621407,7.15691234715697,7.25926530429728,6.92904418056224,6.45234414970741,6.60819786240214,6.8295396425063
8.64406779661017,7.06596265834637,7.30202710322912,6.52745269815183,5.81244769652931,5.90784373403684,6.98829471700247,7.56267342689877,6.34638848037729,6.86491279193529,6.85496530510329,6.7052597009962,6.87838954233757,6.21573520112752,6.14869622614727,7.09721602148602,7.18992849191852,6.92705336903933,6.51714065051891,6.5953555664089,6.96597138342685
9.15254237288136,7.03529152584394,7.29884313392483,6.59164244703768,5.74390892238391,5.94038099166806,6.95443456990253,7.43396511504145,6.39427666606158,6.88890609339258,6.86876071275613,6.72151385614131,6.92687087355807,6.13832248745345,6.20566163093975,7.11111619434534,7.16395858577172,6.89446743112736,6.48669092993966,6.50302805583536,6.88181723029833
9.66101694915254,7.03314421988432,7.2382808002477,6.49044894381057,5.81928384872657,5.86568103629517,7.04995268044168,7.52436733344814,6.32573866385859,6.83194615542124,6.7646267578659,6.59699043771385,6.82146165279525,6.12354024208446,6.25788376403812,7.0711220051171,7.1671821760267,6.93659716310165,6.44719485451804,6.47916942321793,6.9160462321259
10.1694915254237,7.00632684344233,7.22566231190822,6.42333236397103,5.75318320151724,5.85263348261764,6.91510452968128,7.50459407517415,6.26156728849401,6.79273044591847,6.78394346269895,6.62686055171858,6.80869153198962,6.05257212305737,6.0920821108401,7.10261014125912,7.1477646316346,6.97379627735741,6.2824104937551,6.52729174068825,6.85319833273517
10.6779661016949,6.9666247827939,7.27111800680174,6.49364773229073,5.79818544391805,5.84042256396455,6.92469251619103,7.42884410608606,6.23930284359428,6.75230106437451,6.71724151987909,6.55532836865228,6.71993574210975,6.02267386277966,6.11377978978283,7.11336850418008,7.12802513653499,6.90467538503259,6.2262995486347,6.47634187736531,6.92067397253472
11.1864406779661,6.93301108930162,7.23725289802763,6.40753644391391,5.82918143183298,5.72703067768457,6.96442967123738,7.39661129691829,6.26008716851461,6.79206493686574,6.73190102401712,6.49662455343418,6.73767098982733,5.93876232527416,5.98308756154148,7.09208016354767,7.1025554710346,6.89170343060716,6.34462991896518,6.49029965523084,6.87142393216693
11.6949152542373,6.96096054825689,7.23628620621644,6.32787591714062,5.74211363493283,5.77122508864882,6.98633569864698,7.41107951521023,6.22463015771165,6.7562401183579,6.71028370286874,6.44473769977987,6.6799119215561,5.96263180245849,6.14263114107587,7.0684365676661,7.07823186389309,6.86064122501952,6.31327878419111,6.41968715009984,6.85982976650965
12.2033898305085,6.88501788710644,7.21347278125827,6.364025683268,5.80641619643458,5.71520315500393,6.92912091760989,7.37424118417704,6.22387566117715,6.75076232275201,6.69851813044675,6.39129229307126,6.68696953615188,5.8787870193865,6.01977604788958,7.0525881914396,7.00229648528515,6.87016641084572,6.32609629343461,6.42064210652388,6.79323111096223
12.7118644067797,6.85854843760662,7.18626909505861,6.33183895380669,5.77850516811394,5.7102103526365,6.9067262050354,7.39113589372027,6.18999657782584,6.69959959774584,6.67851549350509,6.30129829930738,6.66244771389199,5.89429556314858,5.94343012427723,7.0083399361974,7.00306475896766,6.81498068985337,6.31089403533297,6.40716594203243,6.84344642179248
13.2203389830508,6.88668714834076,7.1606918276564,6.27203428457416,5.77218858383415,5.61962787415416,6.83054070099586,7.30658324195586,6.14772787675106,6.77141884698865,6.69570138976986,6.27637810850794,6.55216924661421,5.89376561671263,5.93694742838614,7.04688127567585,6.98989398773325,6.8231454459987,6.23257215672211,6.40073132998074,6.81084348136533
13.728813559322,6.83707665679006,7.0938119689806,6.24277985269981,5.65048804955791,5.46950833614822,6.80803773033585,7.3454819241794,6.12909400768518,6.685121624448,6.61461423429121,6.19290444859395,6.55329070176026,5.81126781469319,5.88488844028438,7.01881798800389,6.89715943810479,6.83053696741305,6.1777862450138,6.33363487287862,6.78670731359756
14.2372881355932,6.80257272762304,7.08228894197951,6.27902796103828,5.77826151919915,5.42544388402783,6.92874624585105,7.34783845289038,6.12463713171201,6.65992920801207,6.57753138032107,6.18261670734838,6.54210406703678,5.74240974658984,5.94698283363332,6.97668053445308,6.94299634763351,6.7880426828532,6.19605770120483,6.34303071520431,6.79145699893999
14.7457627118644,6.80450821397722,7.13480961764309,6.26688136376006,5.81148929180602,5.36157510561695,6.86583955584632,7.27757465677198,5.99235608875095,6.62394225785283,6.61246305655106,6.13855984257196,6.43648797368017,5.7221876498498,5.93067134657667,7.00612710878329,6.89204292071194,6.71478401618811,6.13189406978919,6.29026615664379,6.84700080073297
15.2542372881356,6.75760430719824,7.05366919623919,6.23030620943873,5.72301579943816,5.39703525620929,6.86440505025271,7.33962958815879,6.0321389171231,6.63801814707247,6.5951395152686,6.055024151654,6.37725361900364,5.67486817907943,5.86096008838898,6.95413111991836,6.88028408090689,6.7105287717799,6.11159098785962,6.30005909193736,6.82677857403365
15.7627118644068,6.80190919700233,7.10855728290901,6.21511216803687,5.66923747686344,5.30508649474527,6.86181207724435,7.24937530266941,6.02351049939531,6.62215111771868,6.56933071908779,5.9571372004093,6.38993378511944,5.65397898429767,5.92155937724667,6.94703001650147,6.83389070666106,6.75246658980183,6.15437016442024,6.29943842804951,6.64188013156937
16.271186440678,6.77077044178137,6.97114307163453,6.22828068382744,5.68930968172037,5.31726072107367,6.84144846829275,7.18058125536894,5.98187642723673,6.61922358736143,6.5408198995807,6.01182464422933,6.31813063931836,5.66237129119222,5.85187568527162,6.96264104900413,6.81932173227293,6.72458816558138,6.15315910325466,6.2419211506838,6.72084263369697
16.7796610169492,6.72756211587348,6.99383083415318,6.12248613376091,5.64596581414892,5.22552486560808,6.74685329720423,7.20727700191147,5.93299397790527,6.65211864427893,6.49907488271282,5.92388389053756,6.36370379977825,5.58405779656363,5.8303587922287,6.88283498716587,6.79997623967521,6.71209416076064,6.07858644628699,6.2300149150461,6.65613698865219
17.2881355932203,6.70074497328553,6.96235840927629,6.16013712316873,5.77338363606811,5.3357127985741,6.70303047383017,7.23559675362699,5.91180906885064,6.64571204625477,6.50459209003748,5.89654757064415,6.28420181115724,5.5410461315508,5.65924889131947,6.91266491742317,6.76304363317646,6.72849310294097,6.05143057338943,6.21365493030374,6.63799207440475
17.7966101694915,6.6224199918385,6.94156425291373,6.13684324729102,5.69885691179362,5.18441800767668,6.74155155421103,7.2135005547573,5.90096005222187,6.59897518053228,6.433182065358,5.83892946300158,6.25627896691268,5.56598989998457,5.59384242512943,6.9045519379211,6.71056732307792,6.72719773131496,6.02983696800861,6.16190720445823,6.71430346923581
18.3050847457627,6.64028716436071,6.948383561351,6.07447626040576,5.53749738968465,5.14081636061404,6.66854461823522,7.20166307193001,5.90505349564615,6.57203730869302,6.46678571441189,5.81556908381356,6.17065591239338,5.47802028183329,5.65061438223415,6.9202912316079,6.69167626551943,6.69006080541507,5.9285124091694,6.12280269484446,6.5662096910724
18.8135593220339,6.67734247682222,6.88717699938439,6.01778463863551,5.71706070666543,5.17263964197181,6.66457635854982,7.15475664094798,5.83556591939994,6.53636255528935,6.45482324816182,5.7808687081097,6.15467206162951,5.57041783412259,5.69106202564836,6.88567690689007,6.68431940172476,6.64426979499504,5.90523633151989,6.14004808039839,6.68519013978423
19.3220338983051,6.59866461557877,6.8609152018933,6.01541650058406,5.6278403541975,5.08690812222235,6.64453612379001,7.13400598273443,5.80508962706855,6.56299405442783,6.42905475445492,5.74905934690626,6.11441800012916,5.37912284812014,5.63356316888663,6.86021209862937,6.66958843569694,6.64763029872468,5.94261358456758,6.07058037178899,6.62990608795561
19.8305084745763,6.57684330037682,6.86219674765907,6.00443491183838,5.60802381707948,5.03497584833036,6.73454912911333,7.11693378326798,5.78953834305602,6.52276649785043,6.39679674909193,5.66369305004818,6.14996899436132,5.48343983305711,5.5584940517523,6.89060656428336,6.61431475546454,6.63851334254706,5.91133672001553,6.08912127527713,6.59711795481573
20.3389830508475,6.57844133457441,6.83719975532112,5.99448550763606,5.59514628667576,5.01811912508952,6.56698138398691,7.13132502347197,5.78343858795242,6.4840264579673,6.35488819593167,5.61271911365804,6.01060919640743,5.4584052780469,5.50495282793151,6.7897772657545,6.62969955219769,6.57218751125044,5.86478564566447,6.04572630801465,6.63048651600821
20.8474576271186,6.51554210096876,6.81253636381247,5.90698356662219,5.52272348132728,4.99508638447092,6.65050994824788,7.12895500770612,5.71924564637391,6.49331204630943,6.39257396038672,5.55612295965185,6.02050228900009,5.41539038962969,5.60815840106402,6.81971122810194,6.60659399352513,6.60223507481604,5.81404775275206,6.00835711984331,6.59063723356574
21.3559322033898,6.56183024729731,6.84279945237797,5.90763396568038,5.50677548925632,5.02723690210962,6.69913369545911,7.05462307818229,5.69723048050333,6.42569369349963,6.25000181615782,5.56671036984046,5.92941864681885,5.35794662386815,5.56582475591624,6.76633002404141,6.57085857890473,6.51510698649058,5.81689719718405,6.03837940316134,6.64259433182103
21.864406779661,6.49190820592554,6.73655891118493,5.86548223594898,5.56115987136057,4.92259327385584,6.55536631931795,7.00634902791675,5.63127536528401,6.39804863273023,6.3292426247204,5.47215188072955,5.85077024879198,5.24769886719948,5.49765328491677,6.81515525730192,6.56892824838452,6.54112318882623,5.79702492456625,5.98682762322266,6.4905248135413
22.3728813559322,6.44663506167785,6.78604580424139,5.84815122071426,5.54195020830744,4.88985088324549,6.5948315671789,6.9879165443207,5.68063174904752,6.42259009391404,6.294573049953,5.35523050870616,5.82508072440969,5.30237813171757,5.48752492784111,6.72582342320647,6.52706952006486,6.50157750051289,5.75677681649531,6.04981261350303,6.47677505324523
22.8813559322034,6.49278450847974,6.79036415179885,5.8368980114323,5.56136785370534,4.81086603718038,6.54069478183613,6.95036141426901,5.62373873135225,6.40547022266437,6.27069918659805,5.38625016027635,5.73789811498069,5.33080603030988,5.50493988820598,6.78118321996834,6.45353101247935,6.43813852969508,5.71819555041371,5.9631204915672,6.46360935717208
23.3898305084746,6.46512748414366,6.73269486136504,5.83539001164126,5.37910183642712,4.77143658429574,6.55764981190537,7.00616157188044,5.56588232864917,6.44736849124498,6.21870719939631,5.31101678743979,5.86818184831941,5.18344826538983,5.4103055567669,6.7413674155788,6.4253872527378,6.49150268181518,5.65907009837742,5.89805074079567,6.49698475495966
23.8983050847458,6.42785332359011,6.61828306536026,5.86388843357809,5.58439441127922,4.76606827413058,6.58392978073027,6.91248845435906,5.53787542973588,6.34974453372955,6.28808086960549,5.21719132680183,5.81898770843182,5.14749280425905,5.33099021823724,6.67708479939316,6.43983753001021,6.41256796025365,5.56115121296826,5.86431028289455,6.49952970682926
24.4067796610169,6.40406198863082,6.65133372291708,5.74639213504164,5.4442842249731,4.77160366880478,6.42575753910882,6.92022868305429,5.53011511680355,6.3683539941563,6.1841773243599,5.15047675417815,5.6674909193898,5.09327682728887,5.37280852967409,6.69637873641751,6.39022463595408,6.38031670096575,5.5576531513461,5.8472702094204,6.38656355890456
24.9152542372881,6.38850456532528,6.6747885787153,5.76246748784201,5.44482824996403,4.70201285021762,6.46941533775768,6.89416135504835,5.49622977277288,6.38961826978122,6.20022155262256,5.1316696490095,5.67919889544738,5.05181299893345,5.34919200578569,6.67015637593875,6.35159877610759,6.40617189026148,5.63528173949073,5.80248518931576,6.51026408795571
25.4237288135593,6.35693333818097,6.69587839163102,5.65489048389896,5.47425238299731,4.81218176478503,6.48335246304402,6.83118209576957,5.48099754902337,6.34954314402441,6.17448673840516,5.171131827907,5.69043469557911,5.03373963157042,5.3261386867844,6.6902869604071,6.35000850057515,6.39367427140955,5.59880940914232,5.78987954341608,6.41217509386049
25.9322033898305,6.30033647032736,6.64531081570454,5.68645477548285,5.39074902535506,4.71892214108507,6.45021513056121,6.861045836215,5.47563451845671,6.34060748179097,6.16008142394576,5.06628592804829,5.65455650425975,4.99525935728457,5.22728891888722,6.6331435363751,6.35108184922918,6.33223271040689,5.51932209138357,5.72647711168304,6.29869924277754
26.4406779661017,6.27108981972371,6.62726556982616,5.66579787646095,5.4986990883203,4.65715983104197,6.50300057656482,6.82458234272451,5.46760553987204,6.37058050191356,6.1029526989046,5.03983826352449,5.61336184447834,5.00928889037245,5.30931733467407,6.56116233789667,6.32001094109055,6.30205303536368,5.4413920714819,5.70279452750218,6.35628096646386
26.9491525423729,6.23853908402857,6.61237349553106,5.63030927749396,5.47256083739186,4.62656876027011,6.39921889367141,6.79875408366764,5.44322563879028,6.29549031253277,6.15630762066611,4.99455874433474,5.54644256105907,4.89552827791571,5.34632056001851,6.622706037579,6.26079476755742,6.348563438842,5.4662284054044,5.73314742779129,6.4085168952546
27.4576271186441,6.22647644026955,6.60220719144832,5.59189442486892,5.44495757374617,4.60382406330654,6.44994483442738,6.76688753111777,5.47215578118968,6.3021397690697,6.11950859386855,4.97424569388209,5.48875126509942,4.85566845353992,5.35972121784885,6.63301417323238,6.19180799163868,6.29614637218344,5.47942327242824,5.70082608050649,6.3542315763965
27.9661016949153,6.21297101135141,6.60871574127196,5.56723793319102,5.39816749799272,4.51671631441269,6.40540982361424,6.74680249272084,5.38460484667634,6.32697740041753,6.111196013822,5.02426225772046,5.49026071597433,4.82775228530696,5.25767140429958,6.55889881307834,6.17958684808898,6.2910436850939,5.42213001227188,5.68592435142395,6.33232351119189
28.4745762711864,6.11830592693378,6.52293044743086,5.59012964573863,5.39656819170656,4.48078344060838,6.38050573589778,6.7470628945743,5.42798680952255,6.27453573079153,6.11502667140457,4.9518372683293,5.4713436236604,4.77167601353911,5.26497314093885,6.58885444915658,6.15689182999333,6.31033582363085,5.36303248885823,5.62527380495464,6.26986661087229
28.9830508474576,6.14028378303286,6.51866743314696,5.53111778169961,5.38266225954651,4.51541790289238,6.34063540380884,6.74525370439497,5.36930447016583,6.20638630435939,6.02814161754155,4.87862229284077,5.41893997100798,4.80091546755286,5.18311523532017,6.46537992270803,6.1077284329858,6.30312210348988,5.30947430942121,5.63635322025635,6.3644756146722
29.4915254237288,6.13147410291542,6.47561449115166,5.53007646982949,5.37665805735409,4.42471707803564,6.34708387190661,6.69508004094394,5.34786965128121,6.24092426754215,6.07101909036656,4.85167878707435,5.33697776008062,4.77618821601108,5.31828455339443,6.59731415201246,6.13321357484154,6.2705265006061,5.41394266629866,5.60961240007131,6.29715513996345
30,6.08148921373742,6.57474002082558,5.51551199305127,5.39106392870839,4.46581899854987,6.25754003678616,6.6208416361539,5.3040706266026,6.21235500357513,5.98341242417717,4.71588250658754,5.29883830263254,4.79629787503702,5.11092757705492,6.54437832647945,6.11998121357095,6.22015380366283,5.34923291094279,5.56157537253882,6.22456739834545
