mu1,mu2,mu3,tau1,tau2,tau3,kappa1,kappa2,kappa3,xi1,min_ess,ESS_multivariate
0.0082,0.0173,1e-05,0.00469,0.0163,0.0084,0.000156,0.00014,0.00225,0.00313,1e-05,0.00337
