xi1
-1.24827
-1.27083
-1.29464
-1.37311
-1.32745
-1.27728
-1.27408
-1.33487
-1.34803
-1.28113
-1.34805
-1.35997
-1.31021
-1.26949
-1.00757
-1.00415
-1.06394
-1.08844
-1.12877
-1.15717
-1.08122
-1.05195
-1.05591
-0.982675
-0.92452
-0.925339
-0.928638
-0.978439
-0.959758
-1.07842
-1.11684
-1.13113
-1.11798
-1.15679
-1.23305
-1.26361
-1.30852
-1.33454
-1.30237
-1.29046
-1.2987
-1.30361
-1.23705
-1.11425
-1.16293
-1.21414
-1.22726
-1.18352
-1.24412
-1.24384
-1.24938
-1.24594
-1.25443
-1.17874
-1.31333
-1.31281
-1.31532
-1.26277
-1.23267
-1.27249
-1.26947
-1.27036
-1.31873
-1.27501
-1.31849
-1.32952
-1.32794
-1.33062
-1.29645
-1.30737
-1.30967
-1.30774
-1.29167
-1.29777
-1.12129
-1.14355
-1.13263
-1.05521
-1.0563
-1.18589
-1.23122
-1.23633
-1.21459
-1.16515
-1.29664
-1.31552
-1.3166
-1.29558
-1.28691
-1.26418
-1.27134
-1.21667
-1.2798
-1.23114
-1.24587
-1.25082
-1.27076
-1.27871
-1.25193
-1.30862
-1.23979
-1.19564
-1.20653
-1.2058
-1.2057
-1.21448
-1.21743
-1.2791
-1.28114
-1.242
-1.16939
-1.20643
-1.19535
-1.17733
-1.17087
-1.1669
-1.16768
-1.28456
-1.27564
-1.23133
-1.17953
-1.25225
-1.27554
-1.28262
-1.30682
-1.23302
-1.21841
-1.22165
-1.24909
-1.23358
-1.24612
-1.21412
-1.22569
-1.18606
-1.12321
-1.11884
-1.15024
-1.19585
-1.1224
-1.13433
-1.11985
-1.09825
-1.26975
-1.21959
-1.10093
-1.10727
-1.1003
-1.10762
-1.10833
-1.13899
-1.13426
-1.21205
-1.21395
-1.22286
-1.22192
-1.23237
-1.19903
-1.2007
-1.14387
-1.1829
-1.22876
-1.21136
-1.20309
-1.13429
-1.19212
-1.14253
-1.19478
-1.19231
-1.16881
-1.17447
-1.17478
-1.15905
-1.15536
-1.13982
-1.35197
-1.35227
-1.35039
-1.33313
-1.32848
-1.29851
-1.31882
-1.29785
-1.15114
-1.26963
-1.26656
-1.27032
-1.18864
-1.13346
-1.09325
-1.10192
-1.18281
-1.17471
-1.09912
-1.21308
-1.19257
-1.19269
-1.19788
-1.17997
-1.28639
-1.30026
-1.32108
-1.33143
-1.33189
-1.34509
-1.34292
-1.33493
-1.32896
-1.34787
-1.35389
-1.29215
-1.31615
-1.31483
-1.23477
-1.2733
-1.30044
-1.29664
-1.29071
-1.28056
-1.2959
-1.32133
-1.32445
-1.06092
-1.23802
-1.19825
-1.20806
-1.2602
-1.25519
-1.21886
-1.25848
-1.21468
-1.22693
-1.17725
-1.19701
-1.19623
-1.28764
-1.28788
-1.28768
-1.25257
-1.19609
-1.32976
-1.08077
-1.15789
-1.16763
-1.10038
-1.0748
-1.09242
-1.05972
-1.02473
-1.23339
-1.2347
-1.20315
-1.24425
-1.21959
-1.3022
-1.15343
-1.12366
-1.08528
-1.10493
-1.03683
-1.08398
-1.08106
-1.03442
-1.27336
-1.10638
-1.11381
-1.14826
-1.2131
-1.27287
-1.17793
-1.00999
-1.24628
-1.17382
-1.17464
-1.20858
-1.17012
-1.21138
-1.17693
-1.16391
-1.20559
-1.29529
-1.31458
-1.31247
-1.23256
-1.17582
-1.15293
-1.21005
-1.22472
-1.16621
-1.14686
-1.22381
-1.14989
-1.12543
-1.14124
-1.11768
-1.15244
-1.07407
-1.08437
-1.18435
-1.21684
-1.28477
-1.23564
-1.15783
-1.24697
-1.20695
-1.17011
-1.1493
-1.19824
-1.22078
-1.20434
-1.12355
-1.1352
-1.06751
-1.07125
-1.04286
-1.06036
-1.0482
-1.06938
-1.07521
-1.15731
-1.16173
-1.09977
-1.21303
-1.33327
-1.29146
-1.27735
-1.2059
-1.06153
-1.09901
-1.14352
-1.10479
-1.10533
-1.09802
-1.18575
-1.14297
-1.21888
-1.20536
-1.1652
-1.14241
-1.14232
-1.14601
-1.11922
-1.1001
-1.20416
-1.20522
-1.17077
-1.17393
-1.16915
-1.16898
-1.17069
-1.22893
-1.31835
-1.30565
-1.29254
-1.26576
-1.16767
-1.12963
-1.08011
-1.10217
-0.965765
-0.969237
-0.968224
-0.972275
-0.991215
-0.992003
-0.991499
-0.992341
-0.980677
-1.06841
-1.08406
-1.00362
-1.03635
-1.03342
-1.01113
-1.00795
-0.986403
-0.987554
-1.01794
-1.01758
-0.974794
-0.971971
-0.971904
-1.00276
-1.01321
-1.0411
-0.951347
-1.00657
-0.945885
-0.952438
-1.15337
-1.28256
-1.25326
-1.24463
-1.22991
-1.16329
-1.17861
-1.17772
-1.2285
-1.29142
-1.30401
-1.30866
-1.30358
-1.30182
-1.31906
-1.32902
-1.32211
-1.33409
-1.26688
-1.27848
-1.16949
-1.15343
-1.27366
-1.26957
-1.09548
-1.30106
-1.24728
-1.192
-1.11603
-1.12671
-1.09918
-1.03252
-1.04091
-1.08393
-1.1309
-1.18071
-1.17581
-1.25087
-1.22031
-1.1433
-1.10352
-1.14266
-1.15789
-1.26609
-1.19686
-1.19959
-1.18
-1.17995
-1.20352
-1.19176
-1.06933
-1.0872
-1.17927
-1.20623
-1.18562
-1.17177
-1.1082
-1.04975
-1.1901
-1.00503
-1.02484
-1.07737
-1.07759
-1.10687
-1.11023
-1.09567
-1.09036
-1.14411
-1.26339
-1.27638
-1.27132
-1.30387
-1.23881
-1.20193
-1.22808
-1.23167
-1.14604
-1.0754
-1.16891
-1.16579
-1.22456
-1.24711
-1.29923
-1.23516
-1.21938
-1.19777
-1.1832
-1.21356
-1.28926
-1.29312
-1.26511
-1.30757
-1.27415
-1.29182
-1.26132
-1.24924
-1.22751
-1.22109
-1.21758
-1.15199
-1.2012
-1.23499
-1.09887
-1.0879
-1.21314
-1.22561
-1.1504
-1.03687
-1.02012
-1.02108
-1.02736
-1.0268
-1.12252
-1.12212
-1.12503
-1.21179
-1.16999
-1.16951
-1.09919
-1.09959
-1.25746
-1.2136
-1.16249
-1.24647
-1.14882
-1.23866
-1.16609
-1.12445
-1.18556
-1.18007
-1.21739
-1.21077
-1.24411
-1.1952
-1.25877
-1.16754
-1.18637
-1.18605
-1.22573
-1.20965
-1.1869
-1.25081
-1.25108
-1.22961
-1.22932
-1.20896
-1.21147
-1.16295
-1.16417
-1.12916
-1.12565
-1.28835
-1.2649
-1.31234
-1.30402
-1.33693
-1.3685
-1.35934
-1.30339
-1.30728
-1.30997
-1.3591
-1.34828
-1.34328
-1.35173
-1.34871
-1.34975
-1.34228
-1.34205
-1.34265
-1.34088
-1.34879
-1.3443
-1.35992
-1.31688
-1.25764
-1.33517
-1.35699
-1.30776
-1.30348
-1.26816
-1.25988
-1.23876
-1.23651
-1.24362
-1.1517
-1.15221
-1.28988
-1.3447
-1.18202
-1.17371
-1.19751
-1.25745
-1.20415
-1.27784
-1.32876
-1.31632
-1.3157
-1.26545
-1.34237
-1.33781
-1.25352
-1.10436
-1.10556
-1.10412
-1.13117
-1.12312
-1.16339
-1.14147
-1.22795
-1.23298
-1.13142
-1.15875
-1.15948
-1.14725
-1.23687
-1.29207
-1.25825
-1.25582
-1.18249
-1.2405
-1.24003
-1.18234
-1.1653
-1.25311
-1.28391
-1.28442
-1.29901
-1.28683
-1.23922
-1.23803
-1.24871
-1.22879
-1.29118
-1.2925
-1.29999
-1.24497
-1.29875
-1.29052
-1.22315
-1.19243
-1.19551
-1.19929
-1.22705
-1.21332
-1.15559
-1.15893
-1.18938
-1.23367
-1.25809
-1.25787
-1.21803
-1.20363
-1.20419
-1.26719
-1.24456
-1.22532
-1.22515
-1.23836
-1.17899
-1.17667
-1.17815
-1.15568
-1.13863
-1.12329
-1.20904
-1.14594
-1.19844
-1.09664
-1.12567
-1.11412
-1.10634
-1.11798
-1.13976
-1.11066
-1.1198
-1.04125
-0.999566
-1.00766
-0.971191
-0.965629
-0.94811
-1.01304
-1.00251
-0.993545
-1.00168
-1.00442
-1.00563
-1.20854
-1.06722
-1.19863
-1.2138
-1.21378
-1.15029
-1.16968
-1.23504
-1.2497
-1.14382
-1.14873
-1.17139
-1.19125
-1.22409
-1.20538
-1.2873
-1.28882
-1.27122
-1.23031
-1.21174
-1.18949
-1.19092
-1.27126
-1.27085
-1.248
-1.21756
-1.29297
-1.22875
-1.13364
-1.12586
-1.20692
-1.16007
-1.11747
-1.11524
-1.13911
-1.18966
-1.14515
-1.10125
-1.20665
-1.23942
-1.21884
-1.26384
-1.29592
-1.30529
-1.29569
-1.29987
-1.30856
-1.24889
-1.29757
-1.05447
-1.09015
-1.08608
-1.17751
-1.12758
-1.19567
-1.17155
-1.17144
-1.16713
-1.12556
-1.17001
-1.1568
-1.1221
-1.23348
-1.167
-1.2033
-1.1449
-1.20093
-1.17243
-1.17956
-1.23987
-1.21441
-1.21564
-1.1623
-1.15323
-1.16455
-1.10092
-1.18686
