xi1
-1.07522
-1.09256
-1.08984
-1.20293
-1.21158
-1.19125
-1.19682
-1.32416
-1.3357
-1.35613
-1.33677
-1.23405
-1.18509
-1.16845
-1.06658
-1.09141
-1.18152
-1.23314
-1.20293
-1.05537
-1.05244
-1.1589
-1.26283
-1.29734
-1.23643
-1.15877
-1.03509
-1.07366
-1.03241
-1.16498
-1.21188
-1.23453
-1.23004
-1.25133
-1.34813
-1.2732
-1.24107
-1.16285
-1.22284
-1.21364
-1.16082
-1.10005
-1.09595
-1.08002
-1.103
-1.05297
-0.99885
-0.99885
-0.922929
-0.922929
-0.979778
-0.99697
-0.99242
-0.901264
-0.900354
-0.944007
-0.9859
-0.980474
-1.00413
-1.00413
-1.04398
-1.09726
-1.09695
-1.09695
-1.13716
-1.12122
-1.04977
-1.05826
-1.05826
-1.22298
-1.31702
-1.35268
-1.17185
-1.17038
-1.18825
-1.17804
-1.23191
-1.22496
-1.25075
-1.2863
-1.3525
-1.28996
-1.2711
-1.2539
-1.25935
-1.26522
-1.29463
-1.22997
-1.30339
-1.37166
-1.37166
-1.37166
-1.24088
-1.27193
-1.26831
-1.32523
-1.3569
-1.25054
-1.24316
-1.254
-1.04549
-1.05829
-1.0293
-1.05809
-1.11232
-1.09982
-1.11687
-1.16219
-1.19805
-1.08176
-1.14975
-1.25785
-1.0556
-1.17767
-1.16517
-0.980393
-0.966341
-0.967422
-0.890389
-1.0063
-1.01097
-1.1178
-1.09079
-1.02939
-1.09338
-1.1853
-1.11569
-1.19126
-1.12624
-1.25559
-1.22281
-1.19677
-1.20011
-1.08141
-1.28264
-1.27032
-1.32825
-1.16627
-1.16342
-1.1295
-1.12707
-1.31009
-1.38298
-1.37874
-1.37874
-1.31342
-1.29243
-1.2004
-1.26744
-1.15291
-1.1829
-1.07631
-1.0988
-1.26329
-1.26329
-1.22508
-1.09096
-1.06241
-1.10308
-1.01787
-1.08061
-1.07713
-1.17594
-1.15086
-1.24843
-1.20176
-1.18124
-1.22752
-1.24154
-1.24143
-1.16849
-1.05159
-1.10469
-1.10201
-1.0625
-1.30776
-1.15427
-1.15443
-1.21727
-1.09382
-1.03544
-0.994133
-1.09048
-1.08848
-1.16236
-1.09661
-1.03123
-0.998245
-0.902902
-1.05987
-1.01955
-0.96597
-0.972053
-1.01693
-1.03189
-1.1015
-1.21184
-1.09939
-0.941076
-0.922963
-1.07265
-1.13605
-1.03453
-1.01363
-0.994432
-0.860738
-0.835951
-0.890933
-0.890933
-0.910535
-0.880822
-0.880822
-0.880822
-0.880822
-1.07376
-1.07231
-1.04604
-1.20227
-1.03951
-1.01273
-1.05762
-1.05266
-1.0292
-0.999997
-1.04513
-1.07823
-1.12069
-1.14596
-1.14695
-1.25304
-1.18892
-1.23254
-1.30988
-1.19642
-1.22471
-1.05443
-1.00422
-1.0295
-1.07213
-1.07132
-1.21508
-1.10682
-1.071
-1.07786
-1.07577
-1.10919
-1.15077
-1.01069
-0.980948
-0.980948
-1.05379
-1.17606
-0.96275
-0.9859
-0.987348
-0.987348
-1.09858
-1.09102
-1.17364
-1.16517
-1.24831
-1.2361
-1.2361
-1.19132
-1.17347
-1.05483
-1.14085
-1.13945
-1.24758
-1.29354
-1.28998
-1.31713
-1.25396
-1.24928
-1.24016
-1.27772
-1.26125
-1.34194
-1.32268
-1.31598
-1.35841
-1.39216
-1.39216
-1.36804
-1.09385
-1.18451
-1.21048
-1.28429
