mu1,mu2,mu3,tau1,tau2,tau3,xi1
-0.8625390143456605,2.2669801858007386,-0.68327626478517,3.4806831862339713,8.130116062148415,2.4912198858139507,-1.2033892839184084
-0.6659993848812437,2.3269537817535992,-0.6670289229152344,3.586780393696173,8.867530658728127,2.157973015524161,-1.2033892839184084
-0.7993592733068505,2.352239670372124,-0.8235247175987885,3.185503246069391,8.233833084075037,2.4737755144605793,-1.2033892839184084
-0.8605702697069822,2.3693890170637544,-0.7107111792873951,3.207807956773561,10.736165551518422,2.2531927053569434,-1.2033892839184084
-0.8040852250626455,2.325789244520482,-0.7931601973349927,2.9658350896027357,8.059319018849248,2.580958402892299,-1.2033892839184084
-0.8695501245021691,2.3377692224818016,-0.8004166616282009,3.478077991782648,9.674524872021445,2.553527132584966,-1.2033892839184084
-0.7734633432778131,2.3158630161903377,-0.7717572190408376,3.3372362080786133,9.218817971230482,2.8687900708267375,-1.2033892839184084
-0.8330085880992721,2.322876212164522,-0.7059996261730844,3.198015738280385,7.715519100497917,2.826323604726829,-1.2033892839184084
-0.8630207443493747,2.3168594647608427,-0.7986622656169288,4.003009476274227,9.395869948830475,2.4685103135946154,-1.2033892839184084
-0.7584356766599484,2.2959871801345906,-0.8268480743839048,3.706012704522217,9.952311924402188,2.388145848106252,-1.2033892839184084
-0.857800963261857,2.290370537133279,-0.7896966547977166,4.062693285559214,9.652010219430045,2.651886830325379,-1.2033892839184084
-0.7686756271982346,2.3078303759729817,-0.7878765600932639,3.399180364989366,9.750902326715346,2.685801261227203,-1.2033892839184084
-0.7870083736988007,2.298035055592388,-0.874263390140377,4.51614105386021,9.995169911675067,2.5567865975398334,-1.2033892839184084
-0.7594653874927041,2.3426898438060078,-0.7462732463525663,4.361805703537604,7.291023300545541,2.9623801056705155,-1.2033892839184084
-0.7718873126493198,2.3269855377195063,-0.6698904988672739,3.6707975535781165,6.025715607606503,2.976454718765195,-1.2033892839184084
-0.7081047234033779,2.2797683221671843,-0.7695450974255199,3.3804178611623126,10.148154757062537,2.909556954067187,-1.2033892839184084
-0.7953226966063041,2.2964799827458506,-0.7204790512727463,5.158501283639745,9.197652691839044,3.021257652213509,-1.2033892839184084
-0.8268591876292072,2.294968890517248,-0.76510762207547,2.932723228752879,8.816318086861376,2.435093477601804,-1.2033892839184084
-0.727305067655288,2.257806796534022,-0.8894204564885657,4.697482368651738,7.9595184153226555,2.393499149349558,-1.2033892839184084
-0.7478056278996723,2.374006205957375,-0.6664807362213682,3.869940009510531,9.25010737344476,3.4745121412738285,-1.194490689085796
-0.773883785081561,2.2823664636638186,-0.6685316812447806,4.27483197184897,11.992153520803114,2.3206064518276137,-1.194490689085796
-0.7381104458277099,2.3042064561924236,-0.6554433180234962,3.9789642702114665,12.262849185351566,2.3676701294681854,-1.194490689085796
-0.8235160327878136,2.317289038290689,-0.8011952608591352,4.16247215580849,9.120271666374258,3.316932434901331,-1.1688704463076303
-0.8075966980372795,2.256525053767827,-0.6684572413059647,3.628326923230925,8.861872035065407,3.038509375633635,-1.1688704463076303
-0.8205504331874081,2.3360691547857537,-0.7431999119834855,4.1552051462466775,9.68979084512802,3.0751946996159005,-1.1688704463076303
-0.8038483692251996,2.310757001780405,-0.7579734813455169,3.9524379962832357,7.7355571389460644,3.2866061113428002,-1.1688704463076303
-0.8024309956222883,2.325777723213983,-0.7759769399737566,3.7788004026842246,10.007276705080024,1.7002455740117521,-1.1688704463076303
-0.8265760519751992,2.3092478416177746,-0.7451328822948688,3.194018190756644,9.563744045565924,1.8923668088426502,-1.1688704463076303
-0.8272240705174292,2.3302137285359166,-0.8441749771541033,3.8236918314400765,12.713490478064562,2.728349173652327,-1.1688704463076303
-0.7563068274536776,2.308542674411902,-0.7167054378636794,3.3103548392919873,9.924425917783132,2.757843945056858,-1.1688704463076303
-0.8219340392587242,2.3246242591226105,-0.9033763654278011,4.530358627951077,8.382496876625781,2.3850627990539603,-1.1688704463076303
-0.7627115570593946,2.274175021519121,-0.7578047832298994,4.2665731076739135,7.188836126902905,3.3578945299563645,-1.1688704463076303
-0.7927416463431308,2.329623571545061,-0.7398177738047014,3.351199314951794,8.148771959023577,2.6632833317533406,-1.1688704463076303
-0.7685405721877362,2.2702044372666768,-0.6958893258988205,3.7033631166091534,13.481466071794145,2.590170747324792,-1.1688704463076303
-0.8060810590600442,2.335236463095826,-0.8372887846311771,4.545570052294014,11.616902263371951,2.0581931786132825,-1.1688704463076303
-0.740965160563105,2.249733918607585,-0.7917257929140696,4.037879163670837,9.833467238200019,2.0901771802196736,-1.1688704463076303
-0.8107767708298432,2.3781766041251005,-0.8737294858027763,3.8771653264518453,7.479538747783827,2.4116654596000657,-1.1688704463076303
-0.7814854969015224,2.3541282480723074,-0.7773501237157396,2.9219183361959824,9.075290097382037,3.1717579925508264,-1.1688704463076303
-0.7094890550902073,2.3537339124398704,-0.8278630400999163,3.8759464832835278,9.687700118683626,2.9984059604146265,-1.1688704463076303
-0.7792656556792553,2.239786174862485,-0.8806089147371977,4.053293844076033,8.785760279267711,2.778733995882596,-1.1688704463076303
-0.6909318264415015,2.297921141571116,-0.8523138309128551,4.461812988957292,9.3957522963742,2.296353881736147,-1.1688704463076303
-0.7931959880594668,2.2921595803971755,-0.7745890474149741,4.211563300111632,11.826470996856651,2.4838092759811454,-1.1688704463076303
-0.8457754572677177,2.3025512305150113,-0.7448730562207138,3.871706160564109,10.00546222164208,2.729027083314039,-1.1688704463076303
-0.6890012705613241,2.3019825047803346,-0.7925920444809131,3.1158926751818026,8.995266064345088,2.51068605668613,-1.1688704463076303
-0.7124873866637053,2.294135045066638,-0.8691681662183368,4.3743040501824035,8.040055999031324,2.884858001831666,-1.1688704463076303
-0.6962209628683639,2.2842234099195555,-0.7684887152693348,3.3500360837365295,11.461584068869294,2.370405514583951,-1.1688704463076303
-0.6417754406801175,2.3098904124457253,-0.8141541520355684,4.9554428373254105,9.027839628187165,2.991634382280112,-1.1688704463076303
-0.7518265184139321,2.3423536772434153,-0.848149414407751,4.081566314530578,10.2303952010815,2.6213246118216302,-1.1688704463076303
-0.7924962070414338,2.27749517750962,-0.813327596923549,4.972978444935873,11.11857026304158,2.842522428372168,-1.1688704463076303
-0.7719986109178206,2.3065910440815403,-0.8840382248258161,4.093563703049391,9.891145532064805,2.86699677056351,-1.1688704463076303
-0.7613119436601635,2.3131567245837616,-0.8602490798483047,4.182939099842746,6.004542445202428,2.6055507089345817,-1.1718991333833262
-0.6738056553529708,2.286052667467992,-0.8114354313738358,4.317592956530999,12.333219865014529,2.6888973479199865,-1.1718991333833262
-0.7772298238618858,2.3638001233020547,-0.794834933593884,3.633577534374973,10.779894020904699,2.999804709540412,-1.1718991333833262
-0.7232167712009239,2.3045052349959003,-0.8315443925623058,5.515367481303936,12.420635961204063,2.692574806337828,-1.1718991333833262
-0.7506188016639904,2.3008876024144995,-0.9051817446593736,5.429531370173803,9.905335335586997,3.522506163968156,-1.1718991333833262
-0.7338557167401436,2.2850136936871697,-0.7912123189222644,5.24671523452993,10.926226121081976,2.6784442760352647,-1.1718991333833262
-0.7889853011406902,2.299809596752857,-0.7877229783778217,4.699803255238241,10.232584162776526,2.781529976045518,-1.1718991333833262
-0.6776877511435824,2.284699621021596,-0.8619549628390031,3.9893135701694318,9.002481444222806,2.7579033090722196,-1.1709873856016326
-0.79556336698806,2.282536016807735,-0.8581463197451614,4.528966118966036,8.572734894531695,2.7926695190382813,-1.1709873856016326
-0.6069312644687492,2.3255287052307003,-0.7978029174078666,2.6347348279734892,8.350839072403936,2.966352896606267,-1.1709873856016326
-0.8059872161909392,2.294559982117178,-0.8086915866089264,4.1230734109661835,11.512129169873631,2.4758342516131275,-1.1709873856016326
-0.8066677628201623,2.268557301746382,-0.8131668645088276,3.3113461429256272,6.8919274942942765,2.9863851744517764,-1.1709873856016326
-0.6485752503230113,2.2834634929677753,-0.8542810305992397,4.974270660201217,11.177089729514538,3.010903771477145,-1.1709873856016326
-0.7745104740236141,2.349438464600339,-0.9294034567933839,2.448194515720016,8.790993129327472,2.583481035555376,-1.1709873856016326
-0.7568060191008861,2.2580090925369483,-0.7501789650615894,4.354505937023847,10.741647170472978,3.024817653355523,-1.1709873856016326
-0.8682795997773475,2.242835114857387,-0.8482851173618523,4.447959114415372,8.295626601864509,3.702968991271423,-1.1709873856016326
-0.8193313512714496,2.301539421234103,-0.964590539569053,4.307945961440713,9.956497545148542,2.0712118984407497,-1.1709873856016326
-0.7680876436235688,2.3075699261850584,-0.863820544670545,3.61407460948867,9.119210902412057,2.7432113366935096,-1.1709873856016326
-0.7047288280106658,2.288694053153387,-0.8064999545736963,4.151872965036692,10.083655542256006,2.6479862677942028,-1.1709873856016326
-0.7448165757168383,2.2107432022120643,-0.914273549704093,4.4498847034298405,8.181166954873001,2.6879005132548914,-1.1709873856016326
-0.8173034206854184,2.3047482145462728,-0.773997319646051,3.540582521589881,10.402100705987413,2.440929832439137,-1.1709873856016326
-0.7469916373876879,2.336593330335652,-0.8975295742298864,3.966742905511898,9.235590505854613,2.7851906764464047,-1.1709873856016326
-0.7433187584937454,2.364589351409661,-0.8663781293050943,4.31489850307403,7.997800132136679,2.424667531753776,-1.1709873856016326
