time,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40
0.166666666666667,1.98513086220859,1.92088533843614,2.01263378109822,1.97171712309266,2.01156411927675,2.05911127520659,1.9822420783027,1.97837733919281,1.98732625277203,1.90716932073888,1.94876321803772,1.89986621055391,1.88022811721566,1.88691812240128,2.21920348405499,1.9323905989678,1.89024641594271,1.94233232770743,1.9213246735827,1.95812100644328,1.94161522477243,1.98622915995766,2.39607543608138,1.97546895129686,1.94933285633282,1.97116009759435,1.99999240780651,1.99877363861238,1.96192409575138,2.05348250250974,2.0212826275063,1.98031157577265,2.0151696516597,1.94975987221006,2.02985731232408,1.92073885048452,1.98348115053392,2.04898233419513,1.90924616468372,1.96543262506797
0.333333333333333,1.95359483181386,1.87548768475877,1.95458668453421,1.92205647017591,1.93730177451871,2.01942610926985,1.94591014905531,1.93383756782104,1.93094153336139,1.90195826152613,1.90210752639692,1.85144247138923,1.86237324855605,1.86019663078128,2.20552338015091,1.90538572930291,1.89341312295455,1.8879783269686,1.89145396325925,1.8679486075856,1.92249529121711,1.8940151699324,2.9060263604695,1.93383756782104,1.96276726612174,1.9164813383645,1.94762296705899,1.95797987314264,1.96220523154182,1.92220276525334,1.92963557656256,1.99347507312864,1.98924327376169,1.88752409121243,1.95189222073286,1.81090828806682,1.92963557656256,2.05065619024808,1.88585679260717,1.94104117194381
0.5,1.85379486014751,1.85832718016673,1.98113939038946,2.49691756245414,1.85332482488621,1.91853895225918,3.43759359685345,1.90016534307184,1.92351845874041,1.84672102730203,1.88266602791573,1.8113986844804,1.87087867368065,1.79242591377122,2.16516041708237,1.84656326126873,1.86531967233608,1.91412458370171,1.87057064965234,1.87287852051285,1.9139771019523,1.89311196348834,3.70270839205038,1.89386469216521,1.8808381523116,1.90612927904347,1.90493933393801,1.90061387414014,1.88022811721566,1.9281825103377,1.93050640390351,1.92220276525334,1.93585981320181,1.94003578586271,1.90791154596408,1.84007332950661,1.86050786638915,1.96948715701178,1.83561685229183,1.92395663883944
0.666666666666667,1.84261099938549,1.84735184265176,2.93566374708787,3.36963791275439,1.8519133920478,1.85410809429259,4.48807441411184,1.96655275960122,2.76335875686109,1.84387742349016,1.9047904911901,1.79541943005954,1.85426467457945,1.80071921059953,2.49658815456184,1.84466812488346,1.85754720976606,1.99809590222588,1.82325813628743,1.86128553187667,1.94847827716102,2.04420288958713,4.11793087202824,1.85988529827566,1.82551656602619,1.88570508207058,1.86159642881683,1.89971661073315,1.8747209899424,1.87747834463059,1.89266005416379,1.94961755384364,1.91809839127107,2.15385303919365,1.87686625585861,1.83322125903565,1.84292775580245,1.90300264804404,1.80088437700506,1.92015268399645
0.833333333333333,1.9107269882921,1.84118435255558,3.64826577122864,3.88061489426847,1.83274145094968,2.2056335669176,5.06755108591327,2.33350219562877,3.58109934693734,1.7666125868061,1.98938006331118,1.76832023749429,1.88464246337477,1.84387742349016,4.13585432017885,1.78875496020776,1.83322125903565,3.63811233706028,1.82825210558708,4.37311201728431,2.81006512650894,3.22350509325186,4.6293455916793,1.88479433519524,1.83274145094968,1.98896963851576,1.84672102730203,2.67359677303283,1.86035226069367,1.91765763610343,1.90136097914314,2.95756300743649,1.88646340469735,4.57595762379854,1.93773395777114,1.82083271671376,1.88964209502992,1.80104951613515,1.82712661306535,1.93960459649204
1,2.53011899260955,2.4665729430995,4.11986609945218,4.23903636184311,2.11069793133039,2.48165135706733,5.56065470757617,2.46342761811088,4.38041283319648,3.80091265778971,3.62585977894563,2.03195677510809,4.11636694625659,2.43606648436853,5.09712486830382,2.09752700922622,2.08081559723298,4.69813215635997,2.0297259494339,5.58246193941965,3.99397158807531,4.11745869389434,5.1783281490612,2.09740424205401,2.32990838864294,3.29724328394221,3.60013020426131,3.64016178731651,2.13013465599535,2.16802459959835,2.12333880271702,4.22947259620283,2.15963808367411,5.60340950050941,2.33795223683134,2.08728569570289,2.14896760432845,2.0039094790674,3.22430108151327,2.27900935646534
1.16666666666667,3.67389271180561,3.09122425501321,4.44414425905418,4.41020098385677,2.14065422584783,4.17170675745307,5.76565181168922,3.6765538044233,4.78451230867305,4.66412753632662,4.2385314825346,2.19877892426846,4.80539714665088,4.26377786558052,5.50138473315265,2.03979073605004,2.09814061911232,5.02742030105707,2.05642876737076,6.08038389443072,4.38866703831114,4.45853618501449,5.47409254247196,2.14476100780048,3.4078750364154,4.36388812197063,4.34607557038822,4.14647833664067,2.19644649693238,2.13428477756235,2.51600148854967,4.66439147064621,2.17008174318095,6.00706965162848,2.26009504137309,2.08765769645118,2.13037227034838,1.97823903617067,3.79939167691137,2.55178617862755
1.33333333333333,4.54907591163318,4.08149570135319,4.65412224181427,4.63701762942721,2.55544277429165,4.71423981437471,5.92473963756426,4.39264505913449,5.07234481739028,5.16340788193365,4.62937487468491,3.97272291852777,5.24697143919645,4.97345250296854,5.82307252234746,2.04536756134608,2.24622635932466,5.29721175558542,2.08106522279593,6.43895732262066,4.69238404247736,4.77526732815932,5.72149140843697,2.22343365468861,3.92454428598182,5.01036859186771,5.05087471895575,4.77785377980362,3.39161831521516,2.13912454384101,3.95066662902035,5.02350545051619,2.33872413960992,6.32710965603909,2.2523438765573,2.1023032108231,2.17202072297293,2.07266865739241,4.31230135218232,3.2675897956588
1.5,4.88608440811913,4.38217662342501,4.84098511522205,4.86082739296239,3.29305522304245,5.04370249780045,5.98385567290447,4.76744208497634,5.27232753793666,5.52792001292299,5.08721354592852,4.77140470412911,5.59811450433162,5.40705068789662,6.07987369675809,2.12632512757869,2.35270770239726,5.52677477428599,2.20684482071321,6.71502574663165,5.08942182849903,5.02290636229735,5.86820875067823,3.2978718310947,4.37260741275739,5.48465584469993,5.52144091766224,5.24013725448157,4.22229792653256,2.61124557183102,4.37376762273419,5.29125246882592,3.41805449872858,6.57568792659799,2.67545813650155,2.13582187511594,2.13912454384101,2.89999200127316,4.53471553233227,4.30034195470134
1.66666666666667,5.15841141380388,4.51850056877375,4.96106682712776,5.11724502915451,3.8809656809628,5.29057749083782,6.0847863878393,4.97836000554447,5.43290507607337,5.80605021260378,5.32672502103628,5.1115177984105,5.88767224560375,5.75842847576953,6.28200503040824,2.1379462710524,3.44750828452541,5.66254025296399,2.98365969231972,6.90394904445317,5.37637502839804,5.23051485772682,5.98354325635997,3.91716973824768,4.74057482299429,5.84795785188993,5.88510909221778,5.61798127419838,4.78892404987367,3.01759160790688,4.7383365119839,5.52000786268871,4.0390608605988,6.77992190747225,2.84374591655611,2.17406967075862,2.15686543864464,3.69895353968541,4.75507185152594,4.67167864053212
