mu1,mu2,mu3,tau1,tau2,tau3,kappa1,kappa2,kappa3,xi1,min_ESS_univariate,ESS_multivariate
8010,18100,17.8,7130,11600,6900,2170,3510,24000,8700,17.8,7590
