mu1,mu2,mu3,tau1,tau2,tau3,kappa1,kappa2,kappa3,xi1,min_ESS_univariate,ESS_multivariate
0.0487,0.0936,0.000203,0.0484,0.0521,0.0436,0.0529,0.0639,0.461,0.246,0.000203,0.0842
