mu1,mu2,mu3,tau1,tau2,tau3,kappa1,kappa2,kappa3,xi1,min_ESS_univariate,ESS_multivariate
3300,6360,13.8,3290,3540,2960,3600,4340,31300,16700,13.8,5720
