kappa1,kappa2,kappa3,xi1
5.52091,0.671692,2.13129,-1.64694
4.799,1.34197,2.13693,-1.60603
4.81874,1.31635,2.14216,-1.60168
5.88779,0.25033,2.17085,-1.55815
6.27751,-0.139256,2.1545,-1.54435
6.29683,-0.142631,2.15727,-1.52835
6.34681,-0.261238,2.10946,-1.54752
5.52762,0.547957,2.05514,-1.61752
6.55531,-0.478567,2.10266,-1.61628
4.86888,1.21204,2.09591,-1.61375
5.99071,0.101009,2.15356,-1.56158
5.45755,0.617313,2.12994,-1.60058
5.48551,0.591847,2.16808,-1.63383
6.43998,-0.343169,2.17702,-1.62651
6.51295,-0.426325,2.15476,-1.6232
5.78522,0.306331,2.09891,-1.65775
5.76594,0.3256,2.09818,-1.64696
6.37666,-0.264905,2.16925,-1.54103
6.39436,-0.292898,2.17514,-1.53121
5.85115,0.252991,2.16512,-1.60501
5.80015,0.295255,2.19508,-1.64034
5.41659,0.660382,2.09632,-1.57751
5.97627,0.122293,2.11416,-1.528
5.94189,0.114874,2.11386,-1.52821
5.91526,0.145621,2.11296,-1.54009
5.95462,0.120095,2.06165,-1.56328
6.35482,-0.284003,2.15542,-1.61209
6.25111,-0.185221,2.19311,-1.6368
6.27102,-0.17966,2.19322,-1.63731
6.24847,-0.18408,2.1922,-1.63836
5.73397,0.331679,2.21235,-1.63443
5.56433,0.513685,2.19451,-1.61227
5.42006,0.663118,2.07055,-1.57736
5.32037,0.763319,2.11445,-1.60909
4.45721,1.59766,2.1505,-1.58834
4.89651,1.19533,2.0858,-1.67086
5.20468,0.892784,2.20174,-1.577
5.31253,0.767034,2.17848,-1.5905
5.30324,0.772013,2.17801,-1.59087
5.3079,0.780163,2.17789,-1.59124
4.6372,1.4528,2.20904,-1.59706
4.9666,1.08933,2.10731,-1.53723
4.75203,1.30701,2.10962,-1.56581
5.59036,0.469628,2.12292,-1.61334
5.61371,0.47707,2.12467,-1.58155
5.28341,0.795193,2.09513,-1.57105
5.20888,0.85875,2.0947,-1.6172
5.11593,0.946543,2.10391,-1.61048
4.51407,1.55173,2.12018,-1.63432
5.64162,0.43737,2.15106,-1.58905
4.64674,1.41223,2.11968,-1.54364
4.77891,1.2767,2.12841,-1.52705
4.55107,1.52065,2.15815,-1.64
4.74,1.33471,2.10527,-1.65968
4.69765,1.38478,2.12524,-1.59584
4.27943,1.78647,2.12987,-1.61647
5.01957,1.06029,2.13161,-1.6132
5.22702,0.83021,2.10428,-1.60159
5.18991,0.807542,2.10563,-1.62571
5.75872,0.227638,2.11618,-1.58547
6.15513,-0.121711,2.11396,-1.61956
6.13633,-0.136124,2.11395,-1.61949
6.1522,-0.105403,2.11371,-1.61936
6.4195,-0.365235,2.1628,-1.59264
6.29437,-0.25838,2.14489,-1.64906
4.99355,1.03979,2.11196,-1.59015
4.64487,1.39447,2.13686,-1.54379
5.09642,0.942064,2.11004,-1.6426
4.88782,1.14339,2.05239,-1.63209
5.12558,0.885582,2.08435,-1.58222
5.21498,0.826055,2.11492,-1.53794
5.18502,0.821426,2.1147,-1.53813
5.11862,0.912527,2.10112,-1.54314
5.15279,0.867096,2.16012,-1.6475
5.15244,0.891228,2.0907,-1.65846
5.14392,0.899133,2.08852,-1.65874
5.72838,0.296099,2.17867,-1.61351
5.74326,0.304738,2.17884,-1.61338
5.70927,0.275712,2.17967,-1.61301
5.57872,0.475968,2.12086,-1.57158
5.57392,0.429082,2.1263,-1.58776
5.35033,0.661476,2.12019,-1.62485
5.34024,0.672973,2.12092,-1.62218
5.52419,0.485322,2.13263,-1.59413
5.50985,0.479351,2.13215,-1.5951
5.71987,0.251232,2.15098,-1.64538
5.51421,0.491415,2.14062,-1.64383
5.17003,0.812213,2.10593,-1.56227
6.4086,-0.410599,2.15271,-1.52899
6.07684,-0.0806291,2.12303,-1.55019
5.33094,0.673936,2.17232,-1.63027
5.21594,0.791,2.1779,-1.6725
5.72054,0.277332,2.1455,-1.65859
4.98677,1.01566,2.17581,-1.66972
6.23486,-0.234447,2.11234,-1.67558
5.89833,0.111705,2.10948,-1.65013
4.72845,1.30839,2.06145,-1.60102
4.82009,1.24528,2.07487,-1.55126
4.77148,1.21658,2.07547,-1.55065
4.71173,1.29268,2.1276,-1.54774
5.1667,0.825184,2.12664,-1.5648
5.54266,0.473115,2.13062,-1.58879
4.96904,1.04857,2.13552,-1.63395
4.72682,1.29279,2.13413,-1.63644
5.67249,0.328501,2.13949,-1.52603
6.08845,-0.0424636,2.13577,-1.59483
6.06274,-0.0620923,2.13544,-1.59406
4.93992,1.06471,2.15188,-1.64086
5.4072,0.574334,2.11878,-1.60562
5.5965,0.392612,2.09412,-1.581
5.52483,0.479322,2.1313,-1.6346
5.80563,0.196116,2.15669,-1.61878
6.0574,-0.0577343,2.14383,-1.60922
6.03972,-0.0362302,2.14706,-1.58633
5.5096,0.458153,2.08033,-1.67307
5.50198,0.513986,2.07298,-1.657
5.83789,0.154439,2.04024,-1.64213
5.4598,0.515809,2.03808,-1.62719
5.19267,0.807368,2.10764,-1.61113
5.05886,0.956209,2.10435,-1.61226
5.05795,0.962336,2.10437,-1.6122
5.37826,0.612864,2.11094,-1.60935
5.35595,0.634666,2.11592,-1.64165
5.66277,0.347989,2.05124,-1.63698
4.74929,1.24272,2.11633,-1.54435
4.76541,1.21513,2.15986,-1.56926
5.12018,0.87233,2.11277,-1.67364
5.28357,0.724,2.1218,-1.66155
5.58083,0.425405,2.1396,-1.52265
4.20019,1.80452,2.09089,-1.6402
6.04901,-0.0500209,2.14828,-1.5954
5.0287,0.951001,2.12836,-1.62836
4.71071,1.25581,2.07977,-1.64672
4.73395,1.25094,2.06954,-1.65476
4.38761,1.57836,2.20449,-1.63219
4.44021,1.56932,2.18528,-1.62601
4.88591,1.09867,2.08476,-1.66566
5.18773,0.803443,2.08312,-1.63479
4.20824,1.78476,2.12859,-1.59097
4.15421,1.84051,2.1257,-1.58423
4.96297,1.03368,2.10803,-1.66854
4.8638,1.14278,2.18885,-1.5949
5.09032,0.877124,2.153,-1.60185
4.39686,1.59445,2.13547,-1.5395
4.3856,1.58439,2.1355,-1.539
4.62266,1.37767,2.11628,-1.66105
5.1567,0.81488,2.15314,-1.5344
5.04779,0.936489,2.15788,-1.54689
5.69188,0.284359,2.10396,-1.66477
5.66752,0.310787,2.10538,-1.67736
5.61391,0.375327,2.10512,-1.66667
5.63043,0.376248,2.13049,-1.63125
5.81193,0.182563,2.1521,-1.60461
5.81586,0.177084,2.15055,-1.60576
4.49176,1.53344,2.15574,-1.55793
4.18613,1.84001,2.16407,-1.55339
4.29392,1.71623,2.16137,-1.56109
4.29225,1.71834,2.16139,-1.5612
5.99148,0.049622,2.10422,-1.65992
5.70064,0.340923,2.09939,-1.55388
5.16366,0.8674,2.11799,-1.54641
5.17397,0.888278,2.1182,-1.54661
5.29064,0.754171,2.14594,-1.57072
5.28092,0.750825,2.12733,-1.53996
5.27386,0.743259,2.12751,-1.53191
4.9826,1.07395,2.16334,-1.56172
4.75805,1.30181,2.20552,-1.56753
4.15048,1.90333,2.12243,-1.56198
3.64744,2.38877,2.10999,-1.56395
3.62121,2.44551,2.10932,-1.55767
3.7778,2.31307,2.10712,-1.56166
4.81021,1.26784,2.16101,-1.61579
4.62438,1.47415,2.13999,-1.59496
4.62194,1.47866,2.14009,-1.58234
4.74577,1.35756,2.1475,-1.55875
4.30094,1.79232,2.11877,-1.62825
4.36768,1.76447,2.13791,-1.61164
4.36334,1.75727,2.13979,-1.59987
4.08536,2.01119,2.14507,-1.57602
4.83993,1.26547,2.14863,-1.66232
4.98217,1.12158,2.11781,-1.53801
5.32357,0.77904,2.09324,-1.56777
5.25504,0.857545,2.11004,-1.58108
4.93952,1.1633,2.14288,-1.65193
5.46496,0.627922,2.13671,-1.5795
5.44925,0.613943,2.13666,-1.57937
5.4775,0.617484,2.14197,-1.5995
4.76864,1.34155,2.11314,-1.62516
5.49701,0.605698,2.14641,-1.62774
6.0054,0.107473,2.13653,-1.68377
5.96407,0.1566,2.13249,-1.67705
6.57336,-0.502157,2.16821,-1.56532
6.23358,-0.154725,2.1054,-1.62394
5.78835,0.289628,2.11464,-1.63463
5.40277,0.688427,2.13005,-1.59943
5.46737,0.623836,2.14289,-1.65965
5.53019,0.556044,2.15456,-1.61864
5.53761,0.53476,2.1434,-1.65972
5.39742,0.679437,2.08954,-1.60992
5.0838,0.994178,2.12532,-1.66805
5.98053,0.113765,2.13071,-1.56944
6.01652,0.0774794,2.13095,-1.55666
5.4738,0.615454,2.13585,-1.63227
5.63203,0.477682,2.1392,-1.58522
5.49854,0.602181,2.15631,-1.54867
6.01863,0.0633186,2.13858,-1.57845
6.98332,-0.882136,2.15966,-1.56606
6.94109,-0.833687,2.08754,-1.60637
6.14173,-0.0341455,2.20602,-1.61355
5.43485,0.650362,2.1793,-1.5392
5.82861,0.256335,2.07242,-1.65177
5.83752,0.254435,2.06717,-1.64479
5.99647,0.096722,2.08367,-1.62635
4.94112,1.15436,2.17108,-1.62229
4.89311,1.21185,2.16858,-1.59896
4.79063,1.34827,2.15478,-1.5974
5.99155,0.142422,2.12731,-1.6389
5.06655,1.06768,2.17073,-1.5892
5.6105,0.526062,2.12846,-1.54198
4.60845,1.50691,2.14446,-1.6379
4.9789,1.15644,2.12016,-1.63348
5.44595,0.663454,2.11919,-1.55084
5.59715,0.510561,2.14914,-1.62079
5.3099,0.799165,2.15191,-1.63872
6.26174,-0.148967,2.09947,-1.63554
6.48716,-0.377935,2.10426,-1.66026
6.51219,-0.403359,2.10773,-1.63989
5.57148,0.544887,2.16185,-1.66242
6.04486,0.0793843,2.09811,-1.6428
4.9891,1.1513,2.12736,-1.57849
4.719,1.37116,2.08681,-1.63956
6.10001,0.0509028,2.14854,-1.52737
5.03375,1.06184,2.12974,-1.57135
4.90504,1.20225,2.12238,-1.5855
4.89483,1.1984,2.12303,-1.58992
5.34591,0.755939,2.16027,-1.6419
4.8774,1.23038,2.12957,-1.65732
5.98075,0.125978,2.13506,-1.57483
5.66737,0.429923,2.11017,-1.65262
5.48921,0.613358,2.07945,-1.66938
5.21801,0.897714,2.20777,-1.60453
4.97578,1.14047,2.19721,-1.6228
5.36502,0.750987,2.12339,-1.53466
5.54879,0.555647,2.11085,-1.60546
5.60447,0.514628,2.14768,-1.53452
5.57114,0.545909,2.19127,-1.5718
5.48679,0.633013,2.18866,-1.59986
5.48683,0.642737,2.18888,-1.60022
5.09162,1.05918,2.17968,-1.57883
5.28744,0.83041,2.14584,-1.56309
5.30918,0.824475,2.12725,-1.60519
5.3103,0.815361,2.1271,-1.60508
5.18491,0.975106,2.12655,-1.57616
5.80683,0.349379,2.08846,-1.54959
5.83449,0.32589,2.08945,-1.5373
4.71384,1.4214,2.15494,-1.65127
4.53889,1.60523,2.15163,-1.64587
4.5342,1.60815,2.15169,-1.6458
5.84469,0.31112,2.14963,-1.62065
5.89642,0.250266,2.1669,-1.58883
5.33634,0.816892,2.09941,-1.62135
5.15405,0.996217,2.15278,-1.53457
5.16663,0.981671,2.17957,-1.54544
6.20366,-0.035662,2.09231,-1.63944
5.51839,0.656457,2.12898,-1.65621
5.40636,0.788436,2.11799,-1.5299
6.22532,-0.0195998,2.15568,-1.59627
5.82649,0.386132,2.0353,-1.62027
5.28642,0.924023,2.04074,-1.60504
4.78697,1.43641,2.13483,-1.55434
5.00338,1.19466,2.12965,-1.57727
6.33863,-0.130644,2.13547,-1.57265
5.87731,0.32764,2.13896,-1.61997
5.82992,0.374675,2.12971,-1.63185
5.84584,0.35672,2.12851,-1.63091
5.23112,0.962737,2.1345,-1.61405
5.35577,0.835273,2.11663,-1.59973
5.31172,0.908969,2.12153,-1.60233
6.35956,-0.150645,2.12949,-1.65325
5.2838,0.920686,2.10207,-1.56686
5.9463,0.25393,2.12236,-1.6066
4.75498,1.44301,2.1465,-1.54514
4.99535,1.19356,2.10122,-1.57075
5.2306,0.966773,2.16076,-1.51994
4.82135,1.38551,2.13382,-1.57756
4.79727,1.41495,2.1409,-1.56379
5.38553,0.824299,2.11718,-1.57021
5.43637,0.781018,2.12933,-1.60436
5.27769,0.943874,2.13966,-1.63614
4.31399,1.91059,2.11903,-1.54998
4.81857,1.40792,2.07796,-1.63966
5.53144,0.686947,2.11206,-1.5916
6.46702,-0.253403,2.1421,-1.55528
5.68295,0.53473,2.11209,-1.63231
5.35782,0.861131,2.11971,-1.56385
5.12936,1.09877,2.1219,-1.56895
4.92886,1.31056,2.10811,-1.58282
5.46236,0.779712,2.15427,-1.59077
6.09373,0.14719,2.13506,-1.54547
6.08127,0.16467,2.17313,-1.53297
5.50177,0.753269,2.11571,-1.68129
6.19827,0.0565798,2.06774,-1.59794
6.22302,0.0568619,2.11017,-1.53796
5.74882,0.543083,2.16932,-1.61723
5.89447,0.410435,2.15329,-1.61974
5.55907,0.728763,2.15306,-1.63205
6.45532,-0.179191,2.14644,-1.5744
6.66881,-0.390858,2.14244,-1.65209
6.70178,-0.394466,2.1429,-1.64887
6.09677,0.212354,2.0791,-1.619
5.93819,0.348845,2.09567,-1.61367
5.58457,0.702017,2.12771,-1.54004
6.09968,0.19911,2.13682,-1.68051
6.22453,0.0728586,2.13496,-1.64566
6.25617,0.0321005,2.13528,-1.62724
6.4155,-0.132201,2.0935,-1.62075
5.8552,0.426467,2.18392,-1.65698
6.09865,0.188226,2.15566,-1.64197
5.78727,0.51218,2.12754,-1.67092
5.80452,0.549844,2.12778,-1.6714
5.14762,1.20363,2.13725,-1.61287
5.96125,0.376581,2.10058,-1.61964
5.57312,0.764475,2.08946,-1.61166
5.55679,0.781777,2.09297,-1.61403
5.5445,0.818618,2.11087,-1.68244
5.19308,1.12501,2.1009,-1.62038
5.89302,0.431075,2.16493,-1.51901
5.8222,0.503188,2.17864,-1.61891
5.5802,0.743404,2.0987,-1.56696
5.06454,1.24822,2.10926,-1.54175
4.6272,1.68687,2.13989,-1.62947
4.91599,1.41125,2.12685,-1.54433
5.0677,1.23903,2.12877,-1.57925
4.41076,1.92295,2.13297,-1.53984
4.93005,1.40862,2.13818,-1.5701
5.78573,0.550611,2.10012,-1.63621
5.29258,1.08482,2.09895,-1.67182
4.62534,1.73713,2.11407,-1.66215
5.53674,0.815191,2.14366,-1.60521
5.42944,0.948587,2.11232,-1.62034
5.40309,0.965142,2.14992,-1.58736
5.46933,0.899848,2.16552,-1.63441
5.88644,0.495557,2.17619,-1.672
5.88138,0.48095,2.17611,-1.67189
6.44468,-0.113802,2.17831,-1.63312
6.69803,-0.367726,2.18191,-1.67307
6.59388,-0.280589,2.10947,-1.67058
5.06014,1.27254,2.14523,-1.58731
4.94465,1.39661,2.13938,-1.57219
6.13534,0.200814,2.15974,-1.57978
5.76666,0.549738,2.11023,-1.51774
6.16344,0.172918,2.09928,-1.53559
4.82918,1.49706,2.10807,-1.55837
4.81721,1.5317,2.09366,-1.56112
4.64303,1.73117,2.09499,-1.56044
5.93626,0.452119,2.1262,-1.58031
5.61671,0.758201,2.16305,-1.55536
5.43902,0.946316,2.16309,-1.57473
5.39177,1.00462,2.17312,-1.54653
5.31807,1.07563,2.16715,-1.57639
5.50891,0.895287,2.09631,-1.62411
4.80013,1.60295,2.12105,-1.58716
5.95043,0.447238,2.12199,-1.55671
5.32056,1.09835,2.13911,-1.58064
5.34779,1.06283,2.1447,-1.58904
4.31617,2.09807,2.16117,-1.61497
4.54991,1.83364,2.1236,-1.55401
5.51961,0.845571,2.11275,-1.55641
5.92415,0.473545,2.125,-1.52863
5.1521,1.24817,2.13883,-1.65018
6.06889,0.324969,2.12959,-1.61547
5.31158,1.09501,2.15595,-1.5603
6.00943,0.367778,2.07717,-1.63532
5.66619,0.719804,2.10844,-1.66237
5.75211,0.627235,2.10267,-1.62758
5.6451,0.727274,2.10292,-1.61818
5.82584,0.532868,2.10014,-1.58638
5.30513,1.08163,2.13648,-1.56732
5.72785,0.641486,2.08939,-1.6429
5.69245,0.685423,2.14384,-1.55379
5.53201,0.862372,2.12836,-1.57926
5.6086,0.773733,2.1209,-1.58609
5.4123,0.947784,2.09292,-1.61446
6.3756,-0.0113299,2.15263,-1.65594
5.69209,0.674896,2.12018,-1.53828
6.06165,0.309543,2.15634,-1.62578
6.32771,0.0231366,2.13201,-1.66963
6.44485,-0.103271,2.12981,-1.6331
5.25065,1.10829,2.10856,-1.63656
6.3929,0.0102329,2.17054,-1.57079
6.37406,-0.0404388,2.17021,-1.5713
6.36136,-0.0127262,2.14482,-1.6105
5.85685,0.516846,2.09657,-1.61527
6.70562,-0.334079,2.10068,-1.59308
5.96067,0.434387,2.13694,-1.6811
6.03169,0.36899,2.13184,-1.67084
5.86868,0.52668,2.14236,-1.67037
5.95357,0.439755,2.09173,-1.63736
6.05119,0.334313,2.10822,-1.62119
5.91456,0.476398,2.1157,-1.61758
5.53023,0.848999,2.15757,-1.66423
5.5293,0.848166,2.1584,-1.66742
6.14489,0.246805,2.11553,-1.52661
5.69727,0.706591,2.13057,-1.57302
5.53588,0.878143,2.14562,-1.57188
5.23208,1.133,2.13086,-1.57463
5.69274,0.686696,2.11572,-1.5767
4.83937,1.53444,2.13648,-1.6044
4.84451,1.54101,2.13648,-1.60472
5.67556,0.743504,2.16095,-1.57686
5.86787,0.565813,2.16111,-1.52822
4.9183,1.5255,2.08727,-1.64802
5.4565,0.998897,2.15939,-1.56593
5.44833,1.00288,2.16457,-1.55742
5.01153,1.43994,2.10413,-1.66128
5.04442,1.42084,2.09427,-1.65209
6.78304,-0.337317,2.14294,-1.61417
5.89536,0.560606,2.11549,-1.53387
5.69807,0.749986,2.16123,-1.54549
5.37245,1.10681,2.11926,-1.552
5.12955,1.35104,2.13795,-1.6331
5.64692,0.862727,2.15346,-1.66464
5.57553,0.925024,2.15381,-1.67083
5.81303,0.710256,2.15066,-1.67127
5.79146,0.715098,2.11717,-1.62113
5.61871,0.931669,2.15334,-1.60683
6.02061,0.423301,2.12971,-1.63098
5.50997,0.94341,2.1502,-1.60414
5.7212,0.758858,2.13737,-1.61851
5.42792,1.05383,2.12453,-1.67138
5.41317,1.04411,2.12513,-1.67047
4.83759,1.62529,2.14124,-1.54067
4.64988,1.80846,2.12915,-1.57135
4.97917,1.47233,2.11845,-1.65007
5.075,1.37648,2.15898,-1.58792
5.50563,0.9463,2.12369,-1.52535
5.66277,0.788014,2.15757,-1.60355
5.86873,0.582101,2.14643,-1.66214
5.66716,0.782546,2.09709,-1.61029
5.68959,0.787093,2.09741,-1.61102
5.76219,0.737317,2.10454,-1.60907
7.02135,-0.525171,2.13169,-1.5227
6.61984,-0.131396,2.1198,-1.59232
4.87807,1.61602,2.13397,-1.60372
4.93028,1.55911,2.12661,-1.62088
5.96261,0.50984,2.14066,-1.56453
5.69854,0.793761,2.15043,-1.57871
6.43113,0.0407034,2.12441,-1.54416
5.51093,0.96982,2.15846,-1.56601
6.3693,0.14186,2.08917,-1.58277
5.76123,0.745171,2.17131,-1.65987
5.40466,1.12064,2.17036,-1.58899
5.44511,1.05772,2.15696,-1.61323
5.5649,0.937868,2.15838,-1.55434
5.11735,1.38618,2.1161,-1.63829
4.66083,1.85437,2.13813,-1.54534
4.63718,1.82235,2.13761,-1.54398
4.68947,1.77005,2.13799,-1.55125
4.54718,1.93101,2.121,-1.62205
5.32087,1.18779,2.17265,-1.5837
5.68152,0.844206,2.16523,-1.54792
4.90818,1.61517,2.14631,-1.57594
5.65812,0.870884,2.10056,-1.65033
5.49058,1.01587,2.10292,-1.6541
4.43573,2.076,2.14425,-1.58814
5.57727,0.948575,2.16152,-1.58948
6.23941,0.288843,2.13747,-1.54758
5.50321,1.0255,2.14425,-1.63153
5.63186,0.919788,2.13605,-1.62566
6.00064,0.523752,2.08617,-1.5713
5.53563,1.00365,2.15596,-1.52918
6.45689,0.0538139,2.13067,-1.66877
6.7305,-0.196695,2.13554,-1.6499
5.14657,1.39544,2.1504,-1.61268
5.61988,0.922205,2.1633,-1.53426
5.65579,0.888996,2.14534,-1.54583
5.22899,1.33001,2.14066,-1.64207
5.90377,0.645014,2.12842,-1.57699
4.67317,1.8743,2.13014,-1.59974
5.28452,1.25523,2.1124,-1.65315
4.68049,1.88057,2.08556,-1.5864
4.86361,1.68954,2.08733,-1.53696
5.05491,1.51707,2.09303,-1.54522
5.27183,1.29706,2.10939,-1.56082
5.04558,1.51274,2.11783,-1.54625
5.26144,1.29759,2.1097,-1.62761
5.30422,1.243,2.11298,-1.59857
5.41782,1.12686,2.15931,-1.6172
5.16011,1.37199,2.10278,-1.53995
5.19647,1.33353,2.16474,-1.58111
4.78675,1.73523,2.19552,-1.60111
5.82685,0.69341,2.11314,-1.61983
4.43277,2.11409,2.17628,-1.6236
4.42192,2.10447,2.17612,-1.62325
4.61509,1.92102,2.12407,-1.65433
5.48994,1.01346,2.10054,-1.62436
4.73093,1.77235,2.14638,-1.65487
4.71381,1.79026,2.14267,-1.62666
5.21981,1.26997,2.13206,-1.65352
5.35571,1.14538,2.10077,-1.67703
5.97327,0.531296,2.09902,-1.61861
5.11359,1.37019,2.15187,-1.66538
5.01078,1.49276,2.1228,-1.65529
5.04186,1.45029,2.14283,-1.68207
5.24152,1.27619,2.1296,-1.5842
5.04087,1.49553,2.12649,-1.601
5.04418,1.49122,2.1506,-1.54849
5.05649,1.47393,2.14925,-1.54947
5.05487,1.4632,2.10292,-1.54011
5.7403,0.792995,2.16941,-1.57728
5.80559,0.72569,2.18849,-1.57381
5.62152,0.898737,2.20921,-1.54596
5.59858,0.925211,2.21313,-1.5527
7.13278,-0.631139,2.08791,-1.585
7.06227,-0.57848,2.10311,-1.51382
7.05021,-0.549876,2.10308,-1.51755
4.99679,1.48908,2.19267,-1.63929
4.9133,1.57338,2.15594,-1.66075
4.94631,1.58361,2.15561,-1.65913
6.0365,0.458526,2.07436,-1.61159
6.06278,0.483739,2.07392,-1.61073
5.85843,0.684425,2.12619,-1.67686
6.71903,-0.217422,2.16248,-1.57099
6.66212,-0.11782,2.18433,-1.59847
6.50139,0.0484642,2.14226,-1.67395
6.95617,-0.381574,2.11904,-1.6798
6.94355,-0.355715,2.11905,-1.6717
6.96809,-0.379301,2.11718,-1.68109
5.68336,0.902768,2.08901,-1.62897
6.17889,0.400576,2.05917,-1.6106
5.60613,0.967153,2.10079,-1.5785
5.7826,0.75949,2.12307,-1.59142
5.80759,0.774127,2.12275,-1.59042
5.94898,0.597181,2.12367,-1.58565
6.00724,0.560986,2.12346,-1.60208
5.72264,0.83548,2.15028,-1.57628
5.56756,0.987859,2.14884,-1.53871
5.58309,1.00317,2.14921,-1.53878
5.66954,0.916936,2.12778,-1.53953
