mu1,mu2,mu3,tau1,tau2,tau3,kappa1,kappa2,kappa3,xi1,min_ESS_univariate,ESS_multivariate
0.0288,0.0649,6.39e-05,0.0256,0.0415,0.0248,0.00779,0.0126,0.0864,0.0312,6.39e-05,0.0273
