mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8
-0.125149991618623,-4.12876517229305,0.932151091013971,-0.20213470344916,4.45982194656274,1.63980091134191,2.35287425321922,-1.20886688329087,1.29763060329169,0.425012274489954,3.03656190376777,1.60829212861235,0.917868698697286,0.765756643078675,1.14957653296938,2.04744638746207
-0.482332161513839,-2.9726982559341,0.910736208042216,-0.519213358526552,3.93303435798789,1.46758392349979,1.98778705792172,-2.39986608453013,2.62854979449372,1.02512536513017,2.05056745342145,2.70352622825769,2.04526758007627,1.92175378370429,0.79966639746152,1.45262259452261
-0.603535637701919,-2.67960755469121,0.879461361509903,-0.191330188979903,3.98379795484238,1.09531440274106,2.01999037568125,-2.75804906625071,1.50760376611227,1.65461147673748,1.8654767703497,2.97999936049899,1.85024908700359,0.609713668447513,2.59601269224395,3.32409993566935
-1.22247380348095,-3.11742051595109,1.02425447221832,-0.149211260262495,4.18569601406003,1.51657644472491,2.17811230049037,-3.1399264278761,1.23894749986342,2.24199341119857,1.73328372728055,3.0624349790076,2.62925034626836,1.61146279222976,1.92641773602123,2.37205535408641
-1.08391783604755,-3.08908022481111,0.85495210379754,0.141268384821664,4.0774487553984,1.60995238299305,1.99989001389172,-3.12577928227359,4.52006663099827,1.89488697263029,1.86036664084068,3.63673794064578,1.19631905091328,3.47249578755065,5.79002381750039,3.34139944169881
-0.791844501405199,-2.93188478063877,0.903283354950873,0.0961802451001518,3.85586444917485,1.64140340009583,2.03107379031473,-3.00430082308146,2.57172494429123,3.34551340434853,7.00812634480562,2.65920907520339,1.25059946269659,5.94918378543117,4.47100309306278,2.14371803635767
-0.796473107218001,-2.98165130848104,0.635061400577127,0.206524560882984,3.9146057231342,1.50430729804305,2.01516711934211,-2.89679748241671,6.35429714969754,4.47551886334354,2.69105425448071,6.64005061984713,1.22999482456745,1.73392693706412,8.32066603619797,4.32452534504373
-0.750048200631819,-3.19552863870688,0.632850347092889,-0.206850799927283,4.09990610336784,1.38495784848971,2.06423111724447,-2.90637966897867,7.39313641937689,4.84967746493937,4.97780180390389,5.63370045693768,0.666092327793954,5.29406127094891,7.30063684635774,6.27955941476832
-0.848220828540095,-3.53086440504221,0.833086841036101,0.225278264699976,4.45825191407972,1.4105143824318,1.97646814988201,-2.69606081299477,6.68713924395636,5.2562087941733,4.13065543236492,4.22463866345441,2.99058043020459,7.32990180688893,9.87880171753642,8.07699966159576
-0.819134882227316,-3.6947939953819,0.760882882831869,-0.106692372636634,4.41790956421662,1.11973816914901,1.94834071523813,-2.99193350513802,4.88617433631218,5.50466977189288,2.96833678197432,6.0471373910458,5.59371292938965,6.80565088300848,11.3877765428151,7.83726428293835
