mu1,mu2,mu3,tau1,tau2,tau3
-0.649382417018885,2.33537729489244,-0.680802715446115,4.28135393123468,11.7161024586468,3.28133221867415
-0.748250229994453,2.309264326974,-0.914771291190804,5.32886797470097,8.37673759645146,4.29555520393116
-0.695701363139557,2.34201876116017,-0.937418292124552,3.64835066341663,12.7957133598499,4.17241197750543
-0.601617028393652,2.30965472717413,-1.00622420225056,3.26806598232,9.54136961975397,3.38663812170855
-0.710934312784052,2.30543958175039,-0.909264920117438,4.33888601433559,9.12061344076336,4.60561266578507
-0.755063200887464,2.37067345221946,-0.90045270539373,3.41264688925147,10.5608073611861,4.75221698453098
-0.805115245488424,2.32195216807589,-0.888043052985935,4.94712568391566,9.35309212659566,5.25085828549153
-0.773773948548444,2.27454172045046,-0.946365605420642,4.86913722139747,8.42562712643072,5.06294879202091
-0.749278547839053,2.33395143229145,-0.926636893796726,4.14582617510671,7.85702783863955,5.54740500007815
-0.781067380732265,2.33202427188239,-0.968352407526244,4.4506888402288,9.2539133833764,5.13154759941258
-0.757154067837666,2.26513252794547,-0.867489396287441,4.41431289681257,9.55441930631647,4.05873954917221
-0.867264581339769,2.38178924856507,-0.913892589368105,3.8116854985971,9.67532631157316,4.64785071386484
-0.775949612889279,2.30618616623795,-0.868565947736028,4.00866144512731,8.86540256602012,4.50546299886287
-0.776101111788442,2.33181238307471,-0.934962269654075,4.74829206111551,9.42417250142685,4.00490572991006
-0.741536394326587,2.32949761226571,-0.933670076444424,3.96100280126673,12.3286567117352,4.92360881664511
-0.736039139415463,2.30081848150664,-0.919736008605817,3.9908663828255,8.46984592188703,2.72961781472516
-0.799676342483901,2.29693221882057,-0.979718478010019,4.35669845919138,9.62796983170037,3.92914947666882
-0.78915206409245,2.32553860098657,-0.976632249736782,4.22740724890404,9.62654863058033,4.03176414658019
-0.838896605089161,2.30460744913257,-0.944269457763507,4.48275269579515,10.5318949840167,5.05995353859148
-0.796977973585299,2.30349516892549,-0.984005019703621,4.68450637866484,11.8172407466735,4.97796227735127
-0.699123982220657,2.34034099038503,-0.863635883823121,3.41346509580966,9.44925198944096,3.41706082623727
-0.772878176434029,2.25670481792623,-0.903158449194536,4.40173519994039,9.48590061481552,4.11186544266893
-0.825452712417894,2.37224463112381,-0.906177368621736,4.36877605294416,11.801736794309,4.02057952074469
-0.713430955286869,2.40201871489743,-0.915905994648754,3.62389967841274,9.30889292848547,4.3920712330648
-0.863853207318653,2.31669533009997,-0.954851284227274,3.33405066622759,11.1661958611153,4.16274510898977
-0.763213098539744,2.34433339430104,-0.960360008806633,4.54532281817583,10.0430806777553,4.74321153018384
-0.737712207722766,2.35022556663456,-0.942179694766549,3.35371277470108,11.6106018467682,5.52695760733507
-0.766023817790445,2.28651456866479,-1.003072417606,4.42989079881385,10.9335353172046,4.38304424704007
-0.735163748179753,2.31396017384592,-0.914466083913031,4.87204114464043,12.391506856657,4.01093694999016
-0.717776762744338,2.34260204468287,-1.06870323431249,3.62911172802643,8.77538126109192,4.60633474819701
-0.766233292256359,2.32661452921932,-1.01932301312011,3.56976298265101,10.3000042733641,5.37437868884278
-0.710097576820848,2.33977009225054,-0.957921363714656,3.84140596182929,9.47123532540608,5.42279472211816
-0.696385589204857,2.36538760098888,-0.904890444645696,3.59266876333482,10.8772920961127,5.98093124051808
-0.733249875597716,2.26449634958013,-0.856699818771202,4.04032542733663,9.95156508473512,5.51755940558338
-0.733701969999466,2.32157551060667,-0.903013968579589,4.58818919875676,9.57348967852618,6.36885660768075
-0.801270700369295,2.33770653629302,-0.930404700559507,4.31593863433697,9.61185823105266,6.19200317924919
-0.798337539010667,2.31573769466542,-0.935949732030587,4.78092463175387,7.87570522133498,6.22065255916608
-0.789706735935688,2.29393846060731,-0.993716633027958,3.80702355225977,7.29422118197394,4.60610155427415
-0.669533310074168,2.3125811595856,-0.887776222380565,4.29585913170194,9.12778340777374,5.76948331741951
-0.635179123835002,2.28808006043655,-0.941955512986603,4.02389138042065,9.92727759037536,5.33039195034739
-0.758018791872794,2.38920347620706,-1.00844106487336,3.81265804595748,11.8463891107102,4.95451947104021
-0.862212581764924,2.39687178821558,-0.960603855390678,2.91301864847082,9.80441123296616,5.7670470357115
-0.759599924566163,2.39497760642272,-0.957545902508391,4.04613215216634,9.62931406257254,3.85890148415831
-0.860168707575769,2.31819853224344,-1.0094418850345,4.61156896779084,7.9602051487389,2.84654597726984
-0.824851445125462,2.3387976080359,-0.967646625184579,4.20335594773537,10.1241175041856,2.67712858982817
-0.800167934852635,2.33750067908898,-0.943110482889182,3.90127936985292,10.5953917679423,3.63211563068599
-0.70758413750264,2.34142923657257,-0.990227434962212,4.57103285400872,8.06724432685328,4.06729940554385
-0.746859386119661,2.37102312650846,-1.00964234337077,3.56361749693422,8.30183414862004,4.98510856694431
-0.826074347587029,2.2988127575523,-0.951490363170046,3.31078894999374,9.78711672353101,3.03559011049778
