time,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24,obs25,obs26,obs27,obs28,obs29,obs30,obs31,obs32,obs33,obs34,obs35,obs36,obs37,obs38,obs39,obs40,obs41,obs42,obs43,obs44,obs45,obs46,obs47,obs48,obs49,obs50,obs51,obs52,obs53,obs54,obs55,obs56,obs57,obs58,obs59,obs60,obs61,obs62,obs63,obs64,obs65,obs66,obs67,obs68,obs69,obs70,obs71,obs72,obs73,obs74,obs75,obs76,obs77,obs78,obs79,obs80,obs81,obs82,obs83,obs84,obs85,obs86,obs87,obs88,obs89,obs90,obs91,obs92,obs93,obs94,obs95,obs96,obs97,obs98,obs99,obs100
0,1.86778152338611,2.18733779047503,2.18868131661119,2.12296294301425,2.40165240444446,1.98350083937406,2.63874645492572,1.91061166422346,2.22182724937543,2.41104246709336,3.33199438638002,1.78405792122398,1.92452546869752,2.13637616603315,2.06258936220945,1.95494553169089,2.46213372454457,2.06074228241644,2.52302322702509,2.17455623433477,2.01900321552953,2.06359446031406,2.1029264601958,2.02264415510989,1.7239578549937,1.92524750681395,1.47713947856069,2.07113872949969,2.09475981722206,2.24316272724483,1.95161721944883,2.22012898296406,1.6754785900598,2.2486013300409,2.24445727933004,2.27385697771987,1.73421210811676,1.77784419730788,2.31917412198839,1.85000939824215,2.2130366073176,2.30990772963049,2.24614408782653,2.03129142549461,2.26704357993308,1.26725202413741,1.86538837364708,1.87727892575246,1.95015598996806,1.67824336281482,1.4222416823696,2.02876896727043,1.97722807967297,3.01700163279812,2.44864330418675,1.72808841628187,4.81711869847073,2.15171440554174,2.48641978243993,2.48842275059408,2.07572387563929,1.94297186021449,1.9751369294412,2.04861476479625,2.03635493521903,2.23216943404122,2.56962233452864,2.2884646489187,1.70379831667576,2.57182089825722,1.79084748838005,1.90106386973775,1.91133067474461,1.94404583384427,3.62749855275973,2.32035046983525,2.08327532146325,1.93800802247126,2.53576387164096,2.30076227143999,1.70032174277583,2.05722847831071,2.08163061174676,2.04266378969684,2.43844487575724,2.46142068599944,2.26387166808952,2.46708844194146,2.07446912588912,2.14411759518569,1.77642679423713,2.00979508984327,1.92561128774121,2.10459465678742,2.15299090108304,2.32913712982928,2.45504594262547,2.2648526874224,2.29570702605167,2.51686155253401
0.508474576271186,1.94284320740455,4.83673937054119,2.158125932513,3.17512224808996,5.07342280326811,2.01666977881012,6.34064627963206,5.61571505326632,4.29669681945954,3.46617380645332,5.34396867769148,1.83691631285092,5.56879834569177,5.44678696612144,4.30115727426835,3.01160915566419,5.36678917183039,2.70752241169096,5.26872938220526,4.89698214887475,2.02156610980044,4.56904563310797,2.12602338962502,4.4156146053473,6.14363835219469,1.93610220728405,1.42415891457826,4.90516643879668,5.90033390218262,5.18674989458719,6.25706011399302,5.11271781391184,4.85945836300398,5.9848010467015,5.39931352356339,2.25071188327993,5.34957507728106,4.87005515617257,2.99308215553411,3.37705534485619,5.51871672895522,2.2125926554177,4.83095708776254,4.77391595274997,5.72149961139955,1.20825703429873,1.86045307158974,4.12916287432277,5.31510565613689,1.74213933153047,5.92140646591667,5.04186738883268,5.5278944973574,5.62618549571469,2.41447830636693,6.84644748739603,5.84110580199177,5.01579927672677,2.48656400166543,2.49741698790966,5.50957186697557,5.26603524050355,4.16538241775605,2.12677151543973,1.95333749642626,2.14790557346195,2.54418003643776,3.59193038103327,5.50550653144373,4.66562840544617,4.60894885172478,5.07303756046879,1.86438767126994,4.78447173381556,5.52572256750372,2.27976913551144,4.37214642484876,5.14205137496775,5.0111324344592,3.60257681096143,1.73556705408849,5.42409406972722,4.94073481358101,4.26938100934245,2.41209528633115,3.51083998576985,5.23867796394948,3.87715251922697,2.09154196222854,4.65770537122359,1.83382861196668,1.92715649939774,2.00830555180839,4.59235118544458,5.16314258603594,5.20534792100856,5.34910343051797,2.38819837670112,2.34489180759755,5.49330512001695
1.01694915254237,5.75295184820997,6.09322868754238,2.20034167512118,5.23120977726018,6.02349604088167,5.27855888132558,6.82380847356119,6.47452447259733,5.94281053311676,4.84960253393823,5.81321006629356,3.72103379029171,6.12572414918439,6.19412249932702,6.08589276273352,4.84823799293506,6.09373321088872,4.95514265841179,6.14900607740783,5.86490507632542,5.32358736433605,6.02302246217447,2.1474880968,5.47885116458814,7.12599097503228,5.95730492697234,5.27522673000254,5.90775981730366,6.52542272416306,6.07898034703761,6.61480411849314,6.0508864675306,5.86582083596257,6.73275819071974,6.12435753246378,5.85533949197462,6.29157526219397,5.54536004205269,5.17823222784119,5.45969767947391,6.74408619942726,4.70747837496714,5.3754003079067,6.09528405189987,6.69270899851726,5.58754305294422,5.08606517365589,5.34451901679016,6.04545049900787,4.32196507810344,6.67862644094668,6.55449753720367,6.3628856449716,6.15887838620164,5.72214131599592,7.4767953648978,6.17118184636035,5.51433326344053,5.35207039274759,2.50808699434251,6.15283144669255,6.37896727906517,4.95685358243836,6.25913693025035,4.39340172043043,3.39690629195424,2.53276664179689,6.14769551907262,6.46554150926087,5.75305974495469,5.44115773808221,6.12565605325262,6.08842808883925,5.99201482157115,5.96677135663023,4.67683579582988,5.04023048854979,6.59328863232925,6.44537176540754,6.51815710801805,5.21734140909359,6.12369296815097,5.72979513199739,6.46119250820445,5.7157063758004,5.0436565009857,6.07861545462486,5.4347682056022,5.87345125625115,6.086116761285,5.71963971695364,5.39295144427745,5.12933074216882,5.70426794295917,5.93895803858927,6.1080462762677,6.12041633127588,6.11161321400541,5.07373108837357,6.06752605106359
1.52542372881356,6.36461902437634,6.65971120744002,4.98062222905976,5.71704658966123,6.42879138610249,5.89778370700814,7.12532909240332,6.8777783256738,6.35268001024986,5.34932523182467,6.12609403366518,5.20892357947463,6.42318751188156,6.71396876086056,6.44876072911849,5.50789203339035,6.37721460712205,5.45162591303122,6.5042946260492,6.2177804808722,5.92051657397883,6.51056405824033,5.43377859076788,5.81976611080044,7.46403458315319,6.48089484005172,6.01772500972034,6.33009292847089,6.87687307780064,6.5657911813528,6.94634212521553,6.39044415694828,6.3811161599795,6.96745648383705,6.49832335504295,6.66879910199504,6.65672616563673,5.74032026572365,5.7328716077396,5.87010070941317,7.31788002414071,5.73715428020103,5.64787249055307,6.55840110556868,7.0884527275278,6.44531836509563,6.26806115024308,5.75729410379207,6.42429254260343,5.00601843039804,7.02154549469396,7.00938434965498,6.6559377529612,6.49349918463224,6.20976082256215,7.76592215729612,6.38984398693114,5.83808854160437,5.93438412701085,5.70146618232539,6.40168098272683,6.84149250335915,5.37184534944853,6.86851606142597,5.25070539654543,5.60724298506668,4.41988580265278,6.57387424650933,6.87874093538422,6.18351814687152,5.74620442239998,6.50295341283775,6.70998786858699,6.5225860300846,6.0322742643292,5.35507503264157,5.30335410923442,7.05522706245326,6.85799787785927,6.92082388548462,5.88417363877456,6.49856334486932,6.02131401679401,7.03671835265595,6.44162266958478,5.62688756390841,6.32580341223325,5.78669348199001,6.47443513692681,6.66228814743875,6.23748003159877,6.19318896757234,5.85756617923403,6.07593965854245,6.18839544413305,6.49590837983258,6.43811561342392,6.63038192942164,6.09029533034239,6.41250492432982
2.03389830508475,6.73164606298673,6.88748163628457,5.89815703110211,5.97447625936371,6.59505154090062,6.24594586449966,7.28832636936685,6.94115569793961,6.65273964989805,5.6538681242847,6.29422164492546,5.4194609543752,6.71743621775076,6.91431139231161,6.8260214505305,5.77100510925851,6.65731084975168,5.76574649671687,6.69158787751481,6.50113872995408,6.203717192809,6.6632000952211,6.19791734079503,6.03620593440738,7.61237522641554,6.71882301805597,6.34706871814307,6.50719382741753,7.05407037773219,6.70411444847441,7.11849075659101,6.54346215961669,6.52069571124745,7.13879860614904,6.61964671403694,6.85139659419788,6.84620765690968,5.82288413881012,6.00883052613212,6.18542156182022,7.67117148202786,5.91915270842887,5.7954784067102,6.7332905822863,7.29887385801153,6.83991326184236,6.64220930181603,5.93949235106097,6.67504749076481,5.39020393338291,7.28731435208502,7.24451004126076,6.92834705825581,6.52684444762172,6.52645289330707,7.97941143419499,6.54765867859776,5.94350459579418,6.24469040506361,6.39193205786166,6.52490061010698,7.02644961888402,5.53637975216982,7.15297516036881,5.57584401066945,6.10618428669512,5.40478867358558,6.87472046830196,7.10147198290644,6.42321627026387,5.81726320883408,6.72920117879727,7.01116749359387,6.78050443025178,6.50600778596562,5.58729787763904,5.50106669154511,7.23130130950979,7.11304374490567,7.22230302841098,6.18498066182923,6.73843764476133,6.05881370392062,7.31801318655031,6.71863544843145,5.83540703653,6.41717039912049,6.16009107601133,6.79203921487891,6.84506324906825,6.3926877545532,6.34207725844429,6.25817420393958,6.34938467118884,6.36462966935831,6.54129366523635,6.47982808685587,6.86914491240648,6.59799228281613,6.59007468362838
2.54237288135593,6.76875690112861,7.00077219493594,6.1960177075918,6.144731914018,6.70231032392692,6.283026148997,7.38892134738085,7.10729263471579,6.75775346991101,5.85705189706112,6.35501459149807,5.56379752406795,6.82856842478965,7.03262332423924,6.9296930293336,5.88260806000492,6.8141478529811,5.95223650886193,6.82896588122868,6.68698525257888,6.36700308100828,6.81628593555528,6.68259215294863,6.05560889855977,7.73242342431178,6.87003079129424,6.60017696020575,6.61493225781952,7.17014891575281,6.82996345684035,7.2360602159639,6.64432167631941,6.69699068962953,7.19740749557402,6.72711708996087,7.06448422758338,6.93337155813119,5.97170399136381,6.15485842201216,6.21632323329,7.65171703028435,6.24520279855162,5.91276633858958,6.89409988814395,7.46372918490529,7.04297866870839,6.93243904091423,6.04758152387705,6.75790539821303,5.51283064433625,7.37128742816865,7.2915726231386,7.02384358666022,6.68266023675688,6.62790327794713,8.07789691237111,6.50298781727474,6.0678687070733,6.47318663307489,6.56914211940459,6.71932172069891,7.11154981176847,5.64274188837318,7.24965605969249,5.66754078726977,6.34156176571261,5.77823677643663,7.00610632200277,7.20039705362246,6.49893085598641,5.87524803172444,6.8196174983785,7.29564722885594,6.92926020470498,6.32525681579252,5.69010586201812,5.61962834924028,7.39728128775311,7.21287087497833,7.35347524026181,6.3329913771468,6.87776749236631,6.18715023508671,7.49462153961505,6.87364981135715,5.94786451352029,6.47548997359481,6.17897343748614,6.99224924587255,7.01688640903629,6.45696443934875,6.65903012656573,6.61219774963225,6.48943359368647,6.52367982044811,6.58884957309617,6.55287860905184,6.95172445102321,6.92365774161164,6.64878146149461
3.05084745762712,7.05407258887411,7.05531672786723,6.44660624304798,6.38885104499993,6.7539282331948,6.31093956830916,7.49329364945765,7.27975317500302,6.89119142486899,5.97548425456904,6.30172778411137,5.59317923406505,6.8751008170208,7.06595118285153,6.99215186153813,6.05939306322897,6.85003626044873,5.99223288821253,6.99243980859793,6.83816058322445,6.49356157174603,6.92180827183844,6.79314176255003,6.18513569699356,7.84966739212675,7.0062545388914,6.73979417769156,6.6724516566921,7.22054908376583,6.87397554539155,7.24168335907529,6.73143181891217,6.86790748306913,7.30291327293071,6.78122663404229,7.15535955667417,7.05900814791267,6.02742433047658,6.30240179873204,6.26536998577397,7.85886024675632,6.31434459209498,6.05751264525292,7.07811418626307,7.53828015577129,7.21555403993901,7.04479514582366,6.0753916997714,7.030083135987,5.59817149181257,7.45224903026052,7.35234886164788,7.12168250930349,6.68845807660489,6.72127821493912,8.23960956517621,6.63295673644252,6.10970442007725,6.60476495005772,6.84273743459279,6.67215195086505,7.22421521987442,5.74080770878489,7.37262864000853,5.7263170186752,6.55078722504283,5.99975203856802,7.06860506223507,7.2851209745151,6.66011221719526,5.88046939805566,6.94692260781787,7.3266958155302,7.00464461487657,6.31884295820471,5.78084735160953,5.73243048456325,7.47749430689134,7.26634657314466,7.44646687688789,6.43569644322254,7.01390834967197,6.19505273807573,7.63813289274842,6.96097934114641,5.99400067919867,6.55239821468436,6.32947182306108,7.15028846013664,7.01193435718069,6.48775999200449,6.83774560989397,6.74580976604475,6.62357241977435,6.57181124057134,6.60904814338625,6.5522311568123,6.95612602871548,7.1162907248158,6.60069139894646
3.5593220338983,7.09268708197268,7.13526169843096,6.60326752983996,6.42199759828669,6.81535989996592,6.42602118084083,7.505800499738,7.26443559845381,6.94183375713139,6.09340900006212,6.31659969092025,5.6335401182112,7.05618244393078,7.1733690613842,7.18413688063177,6.04350826229702,6.88477570178509,6.05041899020164,6.99621978929203,6.88696096546278,6.59771519644887,6.94570185903387,6.94847403693174,6.20006280079388,7.87520761800817,7.05587622285406,6.96819125608237,6.78145075506438,7.27675085220564,6.95204211235007,7.33759719427069,6.7698780136364,6.89309328427785,7.2256321729718,6.8076269387231,7.25491225846224,7.02508489878525,6.07313058765267,6.37979648664711,6.43461749502125,7.89273870399236,6.34010102450259,6.04613107806336,7.14376616274364,7.60203422518437,7.23509260312513,7.17128649725164,6.17881491165394,6.98501969785389,5.54265515687382,7.52576265690549,7.38372146939759,7.09549278192847,6.70229444836474,6.76776764142861,8.27325286719691,6.60550136788069,6.10990114464864,6.62618527389547,7.01119590612357,6.77146557799169,7.25490929623065,5.77472991099038,7.46181705687902,5.77363188974774,6.62110266436353,6.19520504276924,7.12294393860274,7.34459433667539,6.726716775411,5.87449416764863,6.90474103108205,7.37567416362852,7.0717095453824,6.36402855124793,5.75438070048165,5.75807687874342,7.71128248419013,7.38893163263235,7.54877379418361,6.48433408883273,7.12070884375154,6.17880579210983,7.66870502913764,7.03897023074171,6.04424346218422,6.559263261109,6.4382492234323,7.23291209458511,7.14470490635131,6.40928452623386,6.80931305710719,6.81223628276585,6.72542270755606,6.59351786482592,6.61843001981602,6.74668780650868,6.98701128085297,7.26845747619913,6.69166578248219
4.06779661016949,7.06895994075854,7.1587878120718,6.67756475330909,6.47545689105882,6.86373474996,6.40377872165782,7.50252960720663,7.25189192983412,6.99937021374424,6.12223161118996,6.40676152111288,5.88529146416434,7.10519904146531,7.27651805229762,7.2776182819814,6.09687362112579,6.87050563174149,5.97196070367281,7.07393184080164,6.85863575815735,6.62849376881426,7.04326928233138,6.97735670320217,6.22718446836943,7.87156876365299,7.12697936557292,7.07407589221166,6.75246596500185,7.33107612355389,7.01085709777509,7.3181554953235,6.76024023767653,7.02736371790931,7.29429250341214,6.88530068945945,7.21849855965065,7.05089319379962,6.04299230437748,6.42255748882693,6.41265700244369,7.94218614522606,6.38271445811266,6.07726971125631,7.0997659819184,7.62067743556871,7.27270437637255,7.19577866685775,6.12808288680327,6.96688876822711,5.64695292671658,7.57473207299184,7.45145543083563,7.17040529191566,6.74097484269944,6.77854349257454,8.28179542222525,6.62424769901083,6.16198152027975,6.69875356939963,7.08351154730974,6.75352737633732,7.32487481571595,5.82143177608823,7.45992608398401,5.77758193669444,6.59960539068048,6.24954029755687,7.23219846255823,7.29841411867757,6.79904331475121,5.87398153098767,6.99544175068955,7.42457980776514,7.11867071607696,6.44851756124026,5.78610957615889,5.83670994697652,7.7402206918824,7.33225220466633,7.51921882752283,6.50129327784416,7.24693366168606,6.27855023146332,7.7038838095763,7.07971818639865,6.06867246979145,6.59279763096319,6.42249906101965,7.31093629062793,7.10306364906868,6.3983069474447,7.00563383453885,6.95425134141623,6.77143529600909,6.55302173718442,6.6139279898667,6.72521230890941,6.98726293727858,7.32159434772976,6.69353067360107
4.57627118644068,7.16888162319035,7.26718902516486,6.78031815209975,6.51907354312847,6.89240593151724,6.51353436333443,7.56926314180559,7.2697262146655,7.04422742878308,6.23359363574436,6.3516948320358,5.7348595260663,7.17662317514293,7.28008619398072,7.21158097635806,6.18991528609922,6.93190078950872,6.12480965131886,7.08231240096345,6.87013639324313,6.66573006824546,7.06346301037559,7.08702199511208,6.21737694365942,7.88272068718689,7.11357963393203,7.07823445588811,6.81670974399662,7.36487392324101,7.06292595071204,7.27520065706459,6.81862324721333,6.96890068341171,7.2950062649092,6.86766940056693,7.16540697534817,7.12665741123615,6.04351195392956,6.42499749570938,6.43832956863685,8.03822836603128,6.40870809292748,6.19494949518385,7.16900892559781,7.66066402599624,7.34426526996544,7.20970209473383,6.11587704789076,7.02179471894193,5.63721786503016,7.58658679933901,7.45945468642887,7.21713971807687,6.80577748613943,6.74734913871436,8.37693805079505,6.77917389421799,6.18352153937104,6.72189349028875,7.09220143441832,6.78374519664506,7.31965002889983,5.8590309873544,7.47236406115414,5.82659543718069,6.68639676579086,6.28254592113998,7.19925777011304,7.37741969246257,6.78707971754654,5.78073737051854,7.09297756340121,7.45293659192097,7.13718674468239,6.33239985628909,5.73811870714157,5.78092571121392,7.8824003599392,7.44490498214722,7.60755382178176,6.58260518165686,7.34445202877834,6.27088240023303,7.73692458190189,7.04410313760414,6.05928932168676,6.59638308550851,6.49939016679367,7.31372745966573,7.08877662477864,6.44846324737463,7.11572630853564,7.01034600783551,6.78092732122767,6.63752241038498,6.5459474295553,6.72532544431287,6.93938341120521,7.49431435676224,6.69389852028301
5.08474576271186,7.16154778333196,7.2857369606194,6.77345362402842,6.62793517195508,6.83508328538679,6.53168927442244,7.53842523923001,7.66467617635346,7.02828899327298,6.27627351116739,6.34994085463504,5.67289812865413,7.13144862332222,7.26269267229848,7.28550023051977,6.18948893882914,6.97951446089347,6.13659962731141,7.20837227516539,6.94806719369386,6.69551513287786,7.07103895488327,7.03903481025904,6.27383487347614,7.84117320347126,7.08843920494735,7.20257466109871,6.78464747048379,7.37978355502017,7.05842574892178,7.27689232426499,6.86518122355689,6.98704857021578,7.18231113253766,6.87765375787859,7.18661343218349,7.06585065423229,6.04703531993835,6.44821311247517,6.47661105081241,8.0180971279712,6.4166872581672,6.16491364357709,7.17469683692251,7.6994728487354,7.35817387771747,7.21729044170999,6.15057341380979,7.07440416410234,5.63365371836188,7.66106590604447,7.40738339798559,7.18314021160458,6.75279407087935,6.81111707422663,8.35531669462496,6.6972356801124,6.10561459429218,6.7706140799415,7.10576502276768,6.76393988300325,7.33865835114275,5.81359066595743,7.53954901736052,5.78330549271107,6.66526819103946,6.31318132666205,7.18326166515299,7.37047159824713,6.86913055906266,5.77455645072327,6.9118923701083,7.49072925923861,7.09803020667119,6.42775918675243,5.76565633604425,5.84207490306779,7.80827497355321,7.36079237043237,7.60706387602297,6.61361884167048,7.37093206506503,6.20371326837523,7.7832686675611,7.10499596768148,6.09230556636969,6.58127623878854,6.52132072014819,7.35517093420226,7.15154764812629,6.40784700272332,7.09702522199933,7.11011304548118,6.80049925999173,6.58243266614327,6.50777368362924,6.58907532853482,6.90749886286786,7.51288284824459,6.63260590322846
5.59322033898305,7.21367963058491,7.26422746562209,6.71517958273702,6.51479335618327,6.86462281905844,6.52878906753146,7.50779166826246,7.46868379225462,7.12257353103682,6.2934493495043,6.40634239116682,5.66417486891994,7.22557064838548,7.33516002064659,7.26299647627703,6.14479661987511,7.00229421937484,6.02036077748888,7.1896392137709,6.97435818481505,6.71337522044469,7.04754342148332,7.09627361119617,6.25671443509673,7.86776385187605,7.10498350290157,7.17669914893012,6.87152208189466,7.34481105385336,7.13910115062346,7.25840169255065,6.75165656523459,7.03081791006988,7.20868845124672,6.8298430348162,7.20490864722806,7.02365859876123,6.07875353533155,6.39888275140689,6.46265249283838,8.04273165185351,6.46752745957985,6.10675884647845,7.17898087763688,7.68553050745646,7.34323079277515,7.19964288264991,6.04858849930679,7.11688658679282,5.63261464603696,7.71082685418386,7.43590692268504,7.22284767170805,6.76417024869097,6.78230582952583,8.38090519287106,6.7370766868643,6.11838564177039,6.75001085422994,7.17831419020299,6.76458789815357,7.3175950957939,5.80863388982381,7.57285779652061,5.778303148044,6.6971144589755,6.33226390627547,7.15533141064341,7.29930895132763,6.80053401522702,5.78396418808965,6.985056579093,7.45356465728656,7.24630053224983,6.39448809440173,5.76210487112032,5.90439352355383,7.83614967997305,7.46915338931634,7.62115017068917,6.63735791621988,7.41305201485108,6.00738934471178,7.79000783118039,7.13382943775842,6.01149625522483,6.61764044709591,6.48948981504854,7.34417517316543,7.0488282571732,6.37780060819965,6.90492078996587,7.11961194878988,6.84041271478963,6.65306892568203,6.49345632678742,6.7669961469995,6.93969042976003,7.53906078996375,6.6398567841634
6.10169491525424,7.18287508459511,7.31729622580313,6.83128465321287,6.54806556363351,6.93184386860467,6.54005714443591,7.52473663016707,7.48339227455603,7.05430886788111,6.31235267068722,6.38370750381773,5.79023721239644,7.20702237213412,7.34096662636383,7.27331256798437,6.25744245439428,6.98689607343712,6.08135643643195,7.11570034728872,6.977206406475,6.76603013361414,7.02458763159121,7.0833758186026,6.21868693954778,7.87220542562961,7.13950840833824,7.24430547091631,6.85719143440476,7.32649497290297,7.08900315033474,7.24181858292599,6.80577417278643,7.01126400701503,7.24272492005666,6.85200135782061,7.11405688967133,7.0201383475586,6.01755727454407,6.34265427664082,6.48833741635648,8.0484580813994,6.37185699281024,6.18210245786778,7.15503747333834,7.71466796462625,7.27600150283697,7.18381538665427,6.02049775990087,7.00041591346813,5.53929452782002,7.68248337447961,7.44456462832483,7.18481423450485,6.77860235504313,6.77034756330324,8.3764465584598,6.67715647332361,6.10408658345264,6.78109405481633,7.17169655209585,6.76272985099799,7.32908934001299,5.83276547553695,7.53115614424772,5.72799903555513,6.73019094473023,6.44152115642148,7.26651692705991,7.3632691469589,6.83584224535501,5.75271055194663,6.88129025786948,7.4228710711005,7.24754108876076,6.35588945676117,5.73670851029155,5.87031723867579,7.8808363374346,7.51233192856059,7.64827377254413,6.60484052789206,7.45010901872673,6.10340690516411,7.7810208087938,7.08581400175881,6.11408026248934,6.60825903964643,6.4800879372467,7.31731966459933,7.11482409088704,6.39763607978255,6.9318735237744,7.18133179534396,6.78035450792001,6.56906855940487,6.4841275264627,6.69450718950568,6.9473538234241,7.5906377700582,6.60734342105997
