time,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10
11.6949152542373,6.40505215874431,6.18300858686191,7.56544918864929,6.92633554345659,7.26920021909145,6.90435554022784,6.81959157561464,6.1396391661025,5.99003420330424,6.58296522664017
12.2033898305085,6.31694783270077,6.15803831208159,7.51119452246719,6.86823346167575,7.29896639058729,6.84178067230288,6.79704993485921,6.1005765300197,5.91571540298105,6.61073734107107
12.7118644067797,6.33254410869947,6.08079554610688,7.55528108794268,6.86937007724738,7.36796456257748,6.86882978910759,6.81266978818235,6.12493377143964,5.90134584181427,6.55163524043223
13.2203389830508,6.28948334257401,6.09245916575445,7.46915245938536,6.84703204663999,7.3164811921824,6.83381198622681,6.78741801306196,6.02503106048848,5.86181866430045,6.54755981130289
13.728813559322,6.27928633326055,6.04581854888927,7.52528250065709,6.82249937243797,7.25260585690158,6.81078088591976,6.76643534748572,5.95161330013331,5.90855424796616,6.52752410513648
14.2372881355932,6.27856957310711,6.04707903364166,7.50273830840957,6.75663340772966,7.23795420299938,6.78761485975839,6.71978802883162,6.00279501636782,5.85851192593914,6.51896983607048
14.7457627118644,6.27218600861057,6.05948897978837,7.4689230741847,6.75212366339266,7.27530404177135,6.79237057111696,6.71025980089328,5.9305244495108,5.88580925075486,6.45869299027729
15.2542372881356,6.19760190254862,5.99632406561818,7.40074874309076,6.65373883645407,7.20993282578474,6.74292657840423,6.68038452645976,5.97428041112455,5.84515342304889,6.52745711005063
15.7627118644068,6.18936965223062,5.93616661084579,7.37706763706329,6.68329346554627,7.18651200312444,6.69199896934173,6.66541983158357,5.84556989460956,5.77738864474756,6.43780557413366
16.271186440678,6.15008075747154,5.95478716911829,7.42930748126884,6.62183165384176,7.15038431612887,6.73261914889127,6.66116432282439,5.9591419307855,5.80704765620368,6.45711828262781
16.7796610169492,6.25317982151016,5.95527168862521,7.29504852308738,6.65482154686138,7.16613747609911,6.70359876726021,6.63797754181698,5.86181805215284,5.73765035717084,6.43613702307556
17.2881355932203,6.15324301601535,5.81022743966694,7.33573938468935,6.51636996012069,7.11260402045977,6.71830577749659,6.67474272706146,5.86633655059193,5.66221321793239,6.40337172401119
17.7966101694915,6.10640036136805,5.85539168424425,7.31786620254781,6.54698322270927,7.10187032798743,6.71530245635359,6.58783082133979,5.72762223139674,5.61960850276401,6.42104542242302
18.3050847457627,6.06636681606019,5.86103257514091,7.2189070913616,6.49361511417653,7.0678954165893,6.67967920769024,6.57278628903883,5.85026279093588,5.62311366614113,6.37809870297702
18.8135593220339,6.02811009804396,5.8597473450965,7.29630566555848,6.43439744970832,7.11382521004302,6.72099288511308,6.50201857506072,5.75178994708681,5.61409059415853,6.30975910803232
19.3220338983051,6.03796972789142,5.80372546162156,7.22343429344985,6.38782881003014,7.10411554315714,6.64734166520355,6.45124427961173,5.74214636448182,5.60931861245211,6.39897338235291
19.8305084745763,6.10746131478141,5.83542694657789,7.20588222207507,6.38312523294643,7.00463449277841,6.66949258932243,6.51551938333633,5.70797723273455,5.53471071194206,6.38280690259974
20.3389830508475,5.99913697165287,5.78830288637668,7.20173681541335,6.35243574635016,6.96683380307372,6.64868934452218,6.42181682001303,5.69656492568138,5.48677187191197,6.2284461051523
20.8474576271186,6.00643460438659,5.75613448017982,7.14912395499489,6.34186971661132,6.93002732793924,6.65781966194425,6.46294267284703,5.66060834114617,5.44990039975005,6.24791664850461
21.3559322033898,5.94524495961414,5.64814614519279,7.13759529655936,6.34628944768781,6.9400120199343,6.66954365699778,6.39730306060979,5.65447532453113,5.44540600584849,6.31580827892228
21.864406779661,5.9260676693033,5.65686077863175,7.11123979835314,6.24814102905012,6.90815075942518,6.6189244805351,6.41712619357981,5.59489185582576,5.46354199975243,6.30904944654121
22.3728813559322,5.9092507186586,5.6268741442058,7.03271771900004,6.20413076488072,6.86443282855136,6.69017004361163,6.35801526962369,5.58939990199738,5.35056732527818,6.2442530637042
22.8813559322034,5.84865505685034,5.54404915884179,6.99359420724613,6.22372684795789,6.82101464353936,6.63669364473623,6.39352635674967,5.62278746395679,5.38563953397634,6.24826427465503
23.3898305084746,5.89166817699069,5.51329475114641,7.07940609071629,6.18699263525301,6.88627171086129,6.60106825757662,6.36673915044379,5.55482657828938,5.32532549584277,6.15988951815127
23.8983050847458,5.83805922195683,5.52081358850097,6.95318597337668,6.092194215945,6.81497302104217,6.60562685650866,6.31859148662213,5.54494165148279,5.1593286933954,6.21248659322824
24.4067796610169,5.80453416873509,5.50074714715285,7.00497163677275,6.07594366232168,6.85016769406855,6.55892214933097,6.26652646759651,5.49742594836304,5.23224335924101,6.17507115874973
24.9152542372881,5.76859932529921,5.4390876700804,6.9071962457295,6.10379384652842,6.74805966090933,6.57033512941522,6.23221600114187,5.47510318601856,5.23081483534642,6.19636908918256
25.4237288135593,5.80622592540956,5.40139326807771,6.93909986028204,6.07296115155068,6.72164655705889,6.51081198907859,6.24255014141862,5.44223118088908,5.21758979174319,6.21556750393426
25.9322033898305,5.69813585755066,5.41820798438669,6.92157284055136,6.04341203100426,6.82334643635063,6.53125656284241,6.24771159967022,5.49638539235508,5.12331125377337,6.13216753554545
26.4406779661017,5.75358923349604,5.4035623566377,6.88009347321483,5.98536305188147,6.68851780088434,6.51125494580245,6.1967590029378,5.44324874253656,5.22150865507406,6.09700661650427
26.9491525423729,5.73621934617933,5.29596582531954,6.85181986701221,6.04162007503197,6.69042752808419,6.5079039508225,6.15896408749679,5.37722438396345,5.12252742415188,6.12585916193726
27.4576271186441,5.72019125471891,5.26780622818003,6.79416359086019,5.96348629834466,6.68891902451819,6.47682053183604,6.12008092575364,5.34985901803205,5.05792595986582,6.15077021422707
27.9661016949153,5.6634658026248,5.24563137208384,6.82733829887005,5.89678982025064,6.57528798843169,6.50368342511616,6.10634826739992,5.40631243082271,5.02341386088461,6.11313455381041
28.4745762711864,5.70136872910288,5.27053954942231,6.82598082977883,5.86049417545486,6.60915915556729,6.44205124141287,6.11877338743889,5.31640837925561,5.0756163591498,6.05795199054312
28.9830508474576,5.56676093724265,5.24212154643122,6.72825505152064,5.91417684955329,6.56698915088965,6.3911765475816,6.21958000899673,5.31434679263084,5.03503638169538,6.04944008001286
29.4915254237288,5.57326924993166,5.20263813015882,6.75816509828381,5.81962746636283,6.58035635735407,6.39755052939169,6.06283519000937,5.30201975071116,4.94865739535778,6.03803355299453
30,5.65502951108479,5.20623497167049,6.72361921690637,5.77729845424736,6.54533722209281,6.38414232960718,6.03750457199588,5.33265753329595,4.9682737945951,6.05152670863712
