qu0,qu0025,qu005,qu095,qu0975,qu1,time
-0.86390997056437,0.646518601044577,0.802016443617285,4.76257205135199,5.11026417517088,7.12516143610106,0
-0.0284288234604326,1.22466573352172,1.44774827828182,6.43029207316822,6.58729316055853,7.27555825097089,0.508474576271186
0.288755211040986,3.35567818764071,4.52044239730952,6.99549329018821,7.12275306137928,8.08555566353948,1.01694915254237
1.02467946180542,5.07979035187594,5.32756857602537,7.30238417787009,7.43194857367179,8.14993262974417,1.52542372881356
0.874986929210151,5.41560846190868,5.6444527855218,7.49086620573966,7.6366103933192,8.35647805151093,2.03389830508475
1.73084676097913,5.56468921585898,5.80198595349839,7.60564847115694,7.78148529270418,8.56449885922659,2.54237288135593
1.06520735025126,5.639680286651,5.88706551822823,7.68949365973956,7.87908589332276,8.6212377291661,3.05084745762712
3.48719566338309,5.68633617292468,5.93652167265117,7.74195664258533,7.94662403685476,8.61721551673055,3.5593220338983
3.56262758469663,5.70428507250616,5.96476011824334,7.78010001608045,7.99331701413359,8.81700351419358,4.06779661016949
4.37647826904339,5.71166413583787,5.97434365041746,7.80550206144284,8.02549441019756,8.76450300435211,4.57627118644068
3.52808528900496,5.70951580626408,5.98461929613546,7.82588482132466,8.04855133919341,8.72445371879337,5.08474576271186
4.40859104298923,5.70673190458441,5.98007353622847,7.83509764164285,8.06443286140654,8.7241228436768,5.59322033898305
4.38698650150039,5.6913832457895,5.96511812937299,7.83654223481497,8.07460732418692,8.78614440143639,6.10169491525424
4.31890635702875,5.67403875799823,5.94811545743762,7.8424645091387,8.08005451926799,8.84050275497128,6.61016949152542
4.25307275343159,5.65500910811068,5.93061060950786,7.83911611697434,8.07840429369936,8.88507671211566,7.11864406779661
4.27214497460234,5.63276467385947,5.90471343363475,7.83486114274113,8.07774345095847,8.9263776156264,7.6271186440678
4.29109065921573,5.61553332601776,5.89212036127972,7.82592438776392,8.0654403743712,8.88981554655158,8.13559322033898
4.16216723975743,5.58553000876707,5.86619918654266,7.81637880842117,8.05799664248163,8.8442336020783,8.64406779661017
3.71343778420844,5.55940296803147,5.83959122884983,7.80500137374061,8.050113155015,8.92261459779604,9.15254237288136
3.9760880300444,5.52747944554822,5.8109122080912,7.79310479926959,8.03523474125498,8.85983989321735,9.66101694915254
4.12045381345884,5.50619293621136,5.78274181925131,7.78379843531647,8.02627117413317,8.93015828729595,10.1694915254237
4.03641444941227,5.47458535189925,5.75210849541822,7.76633610984719,8.01436922740232,8.92085772047641,10.6779661016949
4.02258789404639,5.44297052408464,5.7226168527365,7.75626824257118,7.99854394774888,8.91922312467435,11.1864406779661
3.9265661211411,5.41474309432649,5.69438920565766,7.73613774808187,7.9806044127562,8.9239852633638,11.6949152542373
3.92413807902677,5.38312896542479,5.67052664532603,7.72412387321744,7.96506379531882,8.95795196275328,12.2033898305085
3.69830220952652,5.35246102911022,5.63349022895252,7.70669931066036,7.94871632937539,8.8980769844915,12.7118644067797
3.83763264492523,5.32257186157685,5.60219887572225,7.68995989094551,7.92646206831001,8.9102813318701,13.2203389830508
3.60538082288313,5.29637715190343,5.5712795551433,7.67682380677486,7.91585170464239,8.92800233129591,13.728813559322
3.59675656471342,5.25038807882685,5.52976489397975,7.65822128135626,7.90004022742884,8.86583872078099,14.2372881355932
3.37001135447354,5.22531272769788,5.4994699931664,7.64338081677448,7.88333528914476,8.98965904850737,14.7457627118644
3.43150474189373,5.18676564393526,5.46570411595722,7.62144003456204,7.86977969559903,8.96264604357023,15.2542372881356
3.28883991090126,5.15119734460591,5.43028633517668,7.60772692409024,7.84874843721383,8.93105528106507,15.7627118644068
3.28263083857936,5.11970689302942,5.39782804392809,7.59421553427767,7.8278297433456,8.94683582782461,16.271186440678
2.93931778614337,5.07550474146439,5.36260852082812,7.57291179670907,7.81838184368784,8.94580647923095,16.7796610169492
3.02519277693256,5.04212845519104,5.32206337588838,7.55944546619211,7.79909436943135,8.96979345191255,17.2881355932203
2.93650421695445,5.00096406918026,5.28758769234746,7.54249187994687,7.78176835899901,8.93670417925567,17.7966101694915
2.7701557087288,4.96081108359378,5.25253663921447,7.52168300913149,7.75946436459594,8.95789850556633,18.3050847457627
