mu1,mu2,mu3,tau1,tau2,tau3,xi1,c1,c2,c3
$\mu_{c_1},$\mu_{c_2},$\mu_{c_3},$\tau_{c_1},$\tau_{c_2},$\tau_{c_3},$\log $\xi,$\log c_1, $\log c_2, $\log c_3
