mu1,mu2,mu3,tau1,tau2,tau3,kappa1,kappa2,kappa3,xi1,c1,c2,c3
$\mu_{$\delta},$\mu_{$\gamma},$\mu_{k},$\tau_{$\delta},$\tau_{$\gamma},$\tau_{k},log $\m_0,log $\textrm{scale},log $\textrm{offset},log $\sigma,log $\delta,log $\gamma,log k
