mu1,mu2,mu3,mu4,tau1,tau2,tau3,tau4
-0.684045327059661,-3.38655495758091,0.399325468789832,-0.155704639340898,1.54896537143164,0.348932543712781,1.33598734784335,2.33531939807583
-0.642874907784082,-3.44559002725936,0.399788648217492,-0.058713622891099,3.39714155351357,1.09649391837249,6.06314496699979,8.39756393682868
-0.600984709076798,-3.3496222363752,0.466027210980907,-0.0656684866204142,5.49780757767808,1.54074765157703,10.0366843710841,9.35539102001173
-0.577100596618534,-3.40484709008694,0.428366774254106,-0.0632370739971123,6.6973428575658,2.8057956003792,9.45982945811785,11.4368495208636
-0.579936616173429,-3.41998075070296,0.445978892750904,-0.0882578164223104,7.02606597878966,3.26179153746726,10.3716852337751,13.6445966526619
-0.572420722878588,-3.43703577687828,0.454345147840021,-0.0819517811648227,6.34958705196012,3.99117002725098,11.8746165256763,14.9630744703979
-0.577617371645151,-3.46334675012587,0.468532378711836,-0.0871085695186737,5.79315250826726,4.07984682706204,9.41650254362469,11.4665011417672
-0.54084203870853,-3.46658209799004,0.471492176160037,-0.0649901091486339,7.13042423380705,4.72699888332049,11.9922980011381,13.3785988007849
-0.571037070622898,-3.35568129613688,0.421245259326834,-0.0841164951033441,7.55300540169652,4.71929024022152,15.9132645423768,11.4157591341371
-0.544915422383888,-3.3485745479748,0.4425513582791,-0.0232087734680055,6.55015171905971,5.39046061836096,11.6118772046813,14.0048826659644
-0.493148511875825,-3.34567735551714,0.42818985358797,-0.0836165390612009,6.36295605351753,7.38641042759637,11.5474729950864,12.013693360269
-0.533589665707084,-3.32191671351047,0.418359039085566,-0.0342487793390041,6.47227618283866,7.33664413861945,10.8923787038284,11.9738498820038
-0.525533475809655,-3.31935136420583,0.389367072627965,0.000816737227224383,6.44514839052632,7.74755789479366,11.4137330936974,10.5434033336503
-0.562483756735685,-3.29201389809777,0.357729309351076,-0.0803580750760469,6.16790672861585,6.10183952761321,11.3090604763125,14.2535255900667
-0.552998709218584,-3.27477311992081,0.396465809047536,-0.079966091511325,6.76042281360055,6.21912193449143,10.476840456419,15.9246673476868
-0.636660075411265,-3.30511438147331,0.375281042456228,-0.0539939455504709,6.61133560218479,7.17402987965247,10.9193690974221,16.5636594853542
-0.581434489152196,-3.25054795941749,0.404701865479228,-0.0760890151522711,5.590898338144,7.42069429298661,9.21688543616345,14.8601083859675
-0.603246176620412,-3.29371444232764,0.407359053363949,-0.109349863846883,6.19356281903606,8.73626016447733,10.2303070798495,13.5968714014383
-0.563512738725705,-3.32962483362594,0.445119568648671,-0.0465081423080125,8.48906485121413,9.13349003694737,12.1556576993882,15.251612878843
-0.581454679997275,-3.30739476174571,0.366319164079571,-0.121403441031917,8.40588191648726,7.33561170409977,11.772607786729,15.2940912260962
-0.592175899392624,-3.29352489302757,0.418381360348569,-0.143377718567878,6.37563254602062,9.09888466897193,12.3108416156349,15.1394183893486
-0.574413899814419,-3.29305638248324,0.380337618828388,-0.119389903625039,6.03888739505007,11.032974312023,12.0314895421039,16.8346410019342
-0.584810713481467,-3.28392592539898,0.340263050165061,-0.147627139873212,7.80126247035189,8.51887906464436,13.0494317263495,16.2886233222672
-0.530104896720105,-3.28148068667441,0.363221340492219,-0.133618948617258,7.05660871827133,6.81393834728037,11.3919042920591,15.3868652310815
-0.542777124837551,-3.31036005883139,0.344103220808891,-0.17295403156588,6.56282651475301,8.49680279692793,12.2264915140173,13.163192398983
-0.594353264316622,-3.32863233295851,0.346460050303506,-0.145998028782699,7.19773338287097,7.24203626911441,13.7017246067742,14.9248844703408
-0.635138910646295,-3.28256503938163,0.368556803061599,-0.169123764635968,6.179360699331,10.2966226135684,13.7945282191436,15.2401821232797
-0.550609268703237,-3.26236264380528,0.344188529465664,-0.16119593404756,6.19752716166415,9.72610993467467,15.3303324343517,15.8927821976116
-0.541200827516217,-3.21657256347393,0.338117425108184,-0.202283928584316,7.9431357274328,11.7502938631134,14.5907664079503,15.3499281112313
-0.564843100156962,-3.26350055155281,0.321218163841394,-0.211108561349539,5.21298650169531,10.9713733141892,16.1610165535579,15.1322540250873
-0.606909606410661,-3.2242665971982,0.354884377224,-0.195465071033226,5.9858580846663,11.3055091436768,16.9496821572031,14.8032807890291
-0.668857764857802,-3.23649721653402,0.301314676439905,-0.188669783578616,6.71708836017105,9.76116138599112,19.4391041084447,12.9073190324679
-0.658048590608343,-3.20234356055967,0.30819136369824,-0.213016414568496,5.0091234675268,9.95804856604551,16.3112752439969,14.9894045304196
-0.632461003214233,-3.24331703710763,0.325213758729514,-0.189317565336653,5.02109517546713,12.0969395326798,16.1474655103611,14.5094843724865
-0.651134329330901,-3.2404205323245,0.298555068243171,-0.162114023161333,5.57801162789789,14.0988829875155,13.6693308049078,15.3159237970155
-0.6441138257903,-3.28330201768311,0.299250112894065,-0.168336405250427,5.57851922048843,15.0813751760329,14.3848204254615,15.8334308588061
