time,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10
9.15254237288136,6.66407376858276,7.9604840720784,6.46282132926408,6.94455718211072,5.54184000696251,5.95081604687151,7.82616410492076,6.17365581673458,6.32771946683334,5.93821426848149
9.66101694915254,6.74425118153537,7.91815477423191,6.43864227831651,6.89408051073181,5.55401820514974,5.94301815568872,7.90138096984171,6.20774500870047,6.29242424431269,6.00975218682822
10.1694915254237,6.67760721813848,7.92580023003157,6.43773928785509,6.92296389467967,5.48934320475431,5.96542752765366,7.79329364387468,6.18171188059824,6.28517071943524,5.94574121355591
10.6779661016949,6.63446574406699,7.87986981542518,6.42835094788113,6.92192289008877,5.49165789519744,5.82149759284969,7.80922767991757,6.17919004395737,6.20941613030587,5.90972794808209
11.1864406779661,6.61625082861402,7.84255375408103,6.43027018721684,6.87764534047171,5.51828755087632,5.84016782418854,7.72800767248328,6.06309799467857,6.20952960721806,5.92475123687133
11.6949152542373,6.59131524778714,7.85191050818272,6.40934360788417,6.92372115295675,5.44344064116865,5.86674143051016,7.68443794777992,6.16653206495624,6.16537845214965,6.00006331093495
12.2033898305085,6.57999761598339,7.81650269044508,6.36338250420234,6.84471606717876,5.40090142659762,5.80984589146038,7.78161149947586,6.11163541118233,6.14332600787578,5.91822224185541
12.7118644067797,6.53302424642687,7.8329442120323,6.34047042389649,6.87150387177807,5.4010667905156,5.75819842196886,7.69341905810478,6.03018874511007,6.08559811536302,5.8890826618039
13.2203389830508,6.53172799019064,7.82956516441338,6.30575001654303,6.8443295286284,5.37329230318388,5.76761844859779,7.62190567253349,5.99532961337662,6.06665605417849,5.84981086426341
13.728813559322,6.56501901245304,7.75338079622667,6.27475091356252,6.78604431373312,5.35696108623735,5.77411899647418,7.61216627181373,6.03237548024759,6.00671255820266,6.01558147903862
14.2372881355932,6.43146076006569,7.78611192097413,6.27366423337549,6.8090966469977,5.34532135372783,5.69632760261097,7.58221156605001,5.97416027043329,6.02177823590413,5.90442936921631
14.7457627118644,6.45883072039328,7.80475125240378,6.25073746777202,6.80740433904393,5.27940463112153,5.70443441124974,7.55488285534927,5.9644678257946,5.96819430299405,5.96277976340966
15.2542372881356,6.45544852665261,7.71183803763512,6.22027568151599,6.79505978838377,5.27687290786537,5.64841913853939,7.50416619217671,5.9391595105621,5.9543183868127,5.77265911205633
15.7627118644068,6.39637973888068,7.77000909306983,6.22815965280919,6.78740948796941,5.27329602507112,5.63702875542989,7.4868936583912,5.86798004956664,5.88014547598139,5.74692561431784
16.271186440678,6.37097746886647,7.6838186114765,6.18056412539703,6.73922175003123,5.24327295153295,5.63220395442014,7.42433700653299,5.88855031085567,5.8301627368683,5.79084387949271
16.7796610169492,6.32617351627485,7.66009048892456,6.1969087749904,6.72399218353528,5.21009875334785,5.62706074211789,7.39277412425555,5.80806738371844,5.82601819758486,5.78177681795684
17.2881355932203,6.37917294665796,7.68982081217324,6.15538334638494,6.6885692344388,5.14210309417258,5.58702228154564,7.42803635130491,5.82054751354246,5.81184035390929,5.77979884578195
17.7966101694915,6.37896607608467,7.61929543487909,6.11892083208567,6.69389178064902,5.16907092269611,5.546877536944,7.32702775501102,5.70937170057922,5.74414798741077,5.7020157347672
18.3050847457627,6.25315885355726,7.6115980577346,6.05578136953791,6.64191076556475,5.13669658599033,5.57819988152356,7.32987593651251,5.65841786047162,5.70560391726076,5.68836293187365
18.8135593220339,6.24932470388587,7.60661022221553,6.03088289274308,6.63191003169798,5.09922835950543,5.56282476281491,7.34693576249134,5.70215761277897,5.6674808982125,5.63573847967411
19.3220338983051,6.23737955912612,7.57130439171801,6.03491594639719,6.54017973395449,5.03614819175705,5.55169303561645,7.19167502973065,5.63794514188854,5.61169362603192,5.65361304491251
19.8305084745763,6.22003060717739,7.60288161477604,5.94353809489964,6.63352909154366,5.0021421828008,5.54329378551958,7.29313315491312,5.62122491268299,5.57590680852558,5.56535404332102
20.3389830508475,6.16456976661441,7.52015337050742,5.95081394762043,6.54630874927346,5.00775188918351,5.49833036373912,7.24144996992164,5.58420098597834,5.51915735695701,5.57667689838322
20.8474576271186,6.17447178271276,7.47836126273021,5.9378552429467,6.58842027148232,4.90776924377175,5.50935563492484,7.20127304233804,5.5233553429441,5.49747147323086,5.53097421619386
21.3559322033898,6.20257540974044,7.51296664516823,5.88592257553898,6.4810342077985,4.90544925416019,5.45141246864497,7.17539049404547,5.46922359101144,5.4462135799413,5.57633733354076
21.864406779661,6.0890169720954,7.44631679559925,5.9129385556661,6.48300044028061,4.88098397562162,5.46324606333285,7.182079581925,5.4983135130234,5.40401825816809,5.49965790194736
22.3728813559322,6.07985152582093,7.44445529826711,5.86797807253826,6.45507953387005,4.89025185884843,5.44621046156897,7.09973787600485,5.44096097542947,5.35562075291662,5.45159035478929
22.8813559322034,6.07461102849365,7.44169357998724,5.83575979656725,6.39957878280539,4.81787722240329,5.46235473047235,7.02890450555852,5.42301197694189,5.3113480821913,5.38122076790399
23.3898305084746,6.11548923630369,7.39560512499121,5.82456525502623,6.46450510312241,4.78815799719325,5.46079975078107,7.04849383181905,5.41274711364509,5.27409952788296,5.38866182388824
23.8983050847458,6.06252802974384,7.38126974651911,5.77704492491404,6.40162078593751,4.80000282242211,5.37572950157878,6.98179167614357,5.42373652760626,5.22670557395113,5.40825724112676
24.4067796610169,6.05844317476671,7.36060268830988,5.75576389075511,6.34862753021777,4.83384215598261,5.44361806661163,6.82382807402837,5.40833587159837,5.16432815118741,5.39507521480216
24.9152542372881,5.98477803802426,7.27704715816526,5.7384197318753,6.37377587818322,4.78578566131236,5.35490052878203,6.83252575634343,5.3353471107603,5.14550186058029,5.36495608514365
25.4237288135593,5.99855055327038,7.28830378027578,5.69417423551111,6.37741692156438,4.7280536831831,5.31905784763854,6.8734252432079,5.31299589077734,5.14556964694365,5.34661733496829
25.9322033898305,5.92399823183445,7.24576333016722,5.653659199765,6.33386212823625,4.7140442837287,5.31136451084454,6.82631797271294,5.24741801277323,5.10490754183678,5.36058298880045
26.4406779661017,5.94132448116628,7.23030488697622,5.68296044884814,6.28195407899278,4.65795208980632,5.23758953917955,6.7793992373783,5.23639493928845,5.01258973492622,5.20463818185392
26.9491525423729,5.99287538036008,7.23352799833507,5.60137889601496,6.32758761467117,4.68684741947343,5.25889412615528,6.77040305080249,5.28688840200463,5.07070082517691,5.10536051325871
27.4576271186441,5.95302293394585,7.2119520832492,5.63521774833265,6.30364781641432,4.63240682406147,5.19647888267921,6.76730240814003,5.18327872969765,5.01464983995751,5.16399418083865
27.9661016949153,5.928302203414,7.14560516475508,5.57227156394258,6.2620208156245,4.59599527158784,5.21576491347098,6.75456425510494,5.23619647432412,4.96615133521605,5.23517192858326
28.4745762711864,5.90820223941382,7.18784392062622,5.57155695768691,6.21002033467147,4.55449826949713,5.18206197560377,6.70593404923695,5.14093312489288,4.93933905075539,5.12853831372598
28.9830508474576,5.84102146514689,7.19027892833209,5.55839493042727,6.20945276153663,4.60351707392376,5.14681247432086,6.69747142491537,5.11707714467048,4.89012780827003,5.20119887050986
29.4915254237288,5.83155351264428,7.05109638358135,5.50729281658921,6.16507613695806,4.58252488493065,5.09510118394987,6.66292101981754,5.10701636578368,4.82697519355239,5.17647544671644
30,5.80281099672399,7.09113803455547,5.47027719538615,6.18512428646482,4.57937513126479,5.11147741021789,6.63134916047854,5.0298017126326,4.7722360508485,5.14584311717088
