mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8
-0.74460867324015,-3.0391188069601,0.808981045464931,-0.209970376487957,5.50239979168226,0.143539770782014,2.12903667262288,-3.3710686420779,0.769959255466911,10.7346663678918,3.62051446147958,1.45021183589453,0.33446849635649,3.33767077883122,1.09402884748641,1.20468537169457
-0.750262005343046,-2.98270604833248,0.782416054399887,-0.0929977548026699,5.59733310297334,0.158056639122203,2.24951426438477,-3.30458029177676,0.853342894774829,8.52663446746011,4.51062892156107,1.3375765311528,0.428057303089721,4.04856303779545,1.09705122824856,1.05783968546942
-0.690761297516055,-3.06808756715241,0.849143000956191,-0.0796267996403861,5.55216452793548,0.168166693152126,2.22656651292765,-3.41760661864419,0.597364785005984,7.84495129819984,4.45417419755491,1.28821635775642,0.447928889449162,4.68546778477022,1.15793254392239,1.13280469294225
-0.702484797997773,-3.05006903782409,0.767416934013284,-0.127027888969907,5.24813847955835,0.144403352650541,2.18176197928911,-3.35848326772579,0.821023307225542,7.22689471588031,5.58039682596013,1.47034340950093,0.344322814115097,4.99201080299198,1.26569103478696,1.18747292832268
-0.716298211777421,-3.03321104720628,0.735322983686366,-0.0158421115875298,5.30675357646017,0.210358184757308,2.32918817539329,-3.33728406597629,0.864482144703247,7.43097304136592,4.99580816935355,1.44112271809501,0.374332475745456,5.44808208261264,1.13237644808442,1.06937340078831
-0.748203006966436,-3.04837982049506,0.783287778491441,-0.161925057450149,5.61400169908119,0.180362805527676,2.26844571894864,-3.46641076446418,0.625030984311063,7.22246826966519,4.6632510491201,1.2971208324462,0.373145785646541,5.34798857346713,0.963022834633723,1.11503112546921
-0.661925471881339,-3.05231849711891,0.77836401432085,-0.0734546665024675,5.67589004677545,0.168537417472577,2.34657109308551,-3.30100900369122,0.783944017428809,7.3608979987005,4.77564248572202,1.5002149712107,0.386675175538083,4.46090552446895,0.981551301003723,0.95853308967469
-0.534373660084693,-3.02477423747566,0.836662295181786,-0.0243370452692549,5.58797545638621,0.127223349177573,2.32158240139822,-3.36909339216245,0.89613735393281,7.34979586035305,4.93236724281404,1.59708670382868,0.337237240000042,3.79771059155873,1.07918516113222,0.942818532604575
-0.606656905579646,-3.02855577652861,0.787665180563468,-0.142728939103349,5.41308660532792,0.187091090630493,2.31862889738059,-3.38636289099719,0.735941186486735,6.99260874763362,5.24800758265802,1.56184516669815,0.3511853337642,4.49761348761807,1.12666551086731,0.945989275472165
-0.59643712692282,-3.02570223565663,0.812123275145195,-0.139109011838962,5.79469864794818,0.200711709021809,2.28832022084455,-3.30857717086515,0.865339677295585,7.30767013374809,5.23693067084376,1.53578798764964,0.370110751187052,4.51171604206974,0.957776068226624,0.953949370267013
-0.719845309230313,-3.01078679283139,0.757520314137169,-0.0762833297715546,5.56357158265654,0.15444590747027,2.30697877730744,-3.31630744800948,0.847340868772586,7.18669217969357,4.67646019582389,1.4961270590035,0.364851082679011,4.16951790343857,1.15558224345742,0.919146595202521
-0.703026278012228,-3.05860648784534,0.809041760583007,-0.0750553478792503,5.4616191274224,0.143207859259707,2.25445473365598,-3.39128763022472,0.907539940375939,6.71241979867203,5.02123650782747,1.35151211253269,0.409128615270361,4.31148498487349,1.04823391203838,1.02911773809334
-0.607694630011596,-3.07939636413561,0.785363470300251,0.0351081991119912,5.54946176346476,0.152749230075731,2.27212864483407,-3.31244567252917,0.801846777670454,6.27827215991453,5.21343417862651,1.25167432058379,0.349141526086352,3.57302159860979,1.12747388188486,1.03156859471087
-0.534760309079702,-2.99574542562371,0.766812362328523,-0.144470465979833,5.69219859808572,0.154259058975738,2.14224470754563,-3.34737224626621,0.928080627807656,6.65458421183028,5.55347959156697,0.981696280583636,0.311258644199237,4.13272647598472,1.32047451217873,1.16004760570162
-0.492826198937308,-3.07655676812226,0.749497648101634,-0.017731759225104,5.51718408115484,0.171529772510236,2.17406244152995,-3.36479414397752,0.798292499718493,5.82147690056368,5.44096859300692,1.46487050940356,0.403436051342008,3.98729162280502,1.25115036636297,0.961607601554074
-0.50492139394271,-3.06863634339378,0.751150748189595,-0.0919358712259894,5.51225504860568,0.187546546915895,2.07680772042096,-3.22532203167029,0.695062428261103,5.59673163424361,6.83096615867163,1.36694154643534,0.399700118847055,3.60310806481701,1.48535152569621,1.03375827336824
-0.601496101609056,-3.08627561049157,0.795992587839813,-0.193676984706812,5.45297864466719,0.160375586774589,2.20741330397572,-3.47925327842461,0.738119570918259,5.116994505918,6.58430442020253,1.51021441134107,0.387638032417207,4.54465487406784,1.27481012721007,1.06547592232028
-0.585047740651212,-3.09764483762139,0.786287949828117,-0.101448085774846,5.46234230637376,0.20187019450182,2.29606225081191,-3.30926888640456,0.758146092615633,5.0033715263758,6.62457946086585,1.65776163370624,0.394964115785925,4.13716671582833,1.30347155357784,1.27953235487963
-0.754388895786865,-3.06151603678769,0.761035108260671,-0.21191397674811,5.28257406603736,0.187189856991707,2.36989482661816,-3.47388251932073,0.762439992462236,5.81367874671166,6.73576289299195,1.43626786272514,0.336038309270821,4.24469295219614,0.947488771891142,1.0104637365203
-0.704562133868784,-3.06651240787506,0.805673617436342,-0.143511813715557,5.44641639667381,0.146422825862253,2.40043061824716,-3.30128689515825,0.6391002296026,5.60479348041431,4.61117459729651,1.45087564850993,0.355566514964897,3.60368169745184,1.16121668287354,1.18436079630686
-0.644917189796557,-3.0468067296747,0.773912594483062,0.0142409484536742,5.63003434703961,0.157772875953594,2.37732501623687,-3.47436021571017,0.78362806303039,5.21392702238173,4.17066644212222,1.53990128970742,0.357759812434707,3.57501983364689,1.00309102381789,1.24674292431543
-0.675501662116101,-3.05681864041409,0.791797281797637,-0.0769361640488685,5.35932797842125,0.208311952851451,2.25147880958788,-3.34509917926249,0.785390034673988,4.54126509893848,4.85884492342291,1.42584996356068,0.401777516518214,4.93382355980527,1.0639862026037,1.10965319075306
-0.496347654851125,-3.00050002014727,0.792131911777548,-0.0481246262741316,5.6048386794031,0.0998786090373798,2.42180149238928,-3.37296447662949,0.779762391920542,3.87379412158861,5.15623228195449,1.56325271511752,0.356219503467548,3.81697227715504,1.15064097380434,1.2387679936675
-0.681579871461532,-3.10730282878687,0.831253286047244,-0.092387061335995,5.59632966742218,0.139751243126735,2.36550258136616,-3.33128571091993,0.831738370078138,3.7105715307205,4.17878475658476,1.75998763024421,0.419169073914106,4.52228663482042,1.00650206192996,1.01866798448845
-0.656852900595134,-3.03357824379923,0.778904680001354,-0.109669092744101,5.36894796097879,0.167948147812689,2.2790372663852,-3.31608236746798,0.887606357694032,3.28566950133483,5.12687846600515,1.93853559784655,0.325004333301074,4.13186861813993,1.15086433336637,1.13406962086081
