mu1,mu2,mu3,mu4,tau1,tau2,tau3,tau4,kappa1,kappa2,kappa3,xi1,c1,c2,c3,c4
$\mu_{$\delta},$\mu_{$\gamma},$\mu_{k},$\mu_{t_0},$\tau_{$\delta},$\tau_{$\gamma},$\tau_{k},$\tau_{t_0},$\log m_0,$\log scale,$\log offset,$\log $\sigma,$\log $\delta,$\log $\gamma,$\log k, $\log t_0
