kappa1,kappa2,kappa3,xi1
6.8577636420339,0.506567195742148,2.80128816803444,-2.21857642467799
5.56010080950644,-1.70260441053844,2.92061907133066,-2.51860021009294
5.09928154080972,1.06350621247772,1.58098868291569,-1.66581298615763
4.67276221075819,1.4509969640725,3.02241584961256,-2.104987948624
5.51840107283401,1.53531603520679,1.33977015507748,-2.75404292925554
5.21100925506948,1.27318403312581,3.49611744408162,-2.3407258590864
5.79652727099185,0.00526830914152931,1.78791367371366,-2.31159304976059
3.76360437123514,0.0632237733489581,2.26758139434472,-2.24413422481037
2.94696842271061,1.14364069650928,3.1312487036582,-2.9136593171374
4.10235398238669,0.245073703389085,2.23869927784101,-2.63226687743688
4.03544171006608,0.246702299830014,2.22160366564132,-1.90175424885288
4.25125448919337,1.05551008374749,1.56231676946421,-2.60614215930191
5.04435987983804,1.46731178548593,1.82747997918679,-3.05543596091863
4.60888286223404,0.520647086783605,2.5752701813771,-2.39448219221099
6.27658394321168,0.724099593229437,2.02630280004536,-2.05478567548721
4.53934950396263,1.98054982738084,3.2975074263563,-2.79215863390277
4.51587207181949,3.0252897594192,2.10615848769901,-1.66411592942381
4.4685635122883,1.33817033499452,2.69315397286517,-2.32062416188643
2.94394196363592,1.16426734335103,1.19093590804802,-1.57554641270844
4.61645362629505,-0.108901157362139,3.06233375853564,-1.95122563691092
5.61679674701732,1.17325669945913,3.11446597285645,-1.57721006072284
2.03681568730303,1.59995821434351,2.2784469580203,-1.35910422624939
6.00094115956663,1.72894224172461,1.51935933947063,-2.49879282563476
3.52367368681592,2.18257035422439,1.90049885932527,-1.83002667927841
6.15280412268486,-1.90890514908659,2.54941715169856,-2.34753194339862
4.4622623498535,2.27782611156222,3.95298804802339,-2.07639591786379
5.18770297953832,0.77799302486526,2.68909290023068,-2.26328778038236
5.59333187359265,0.548086877550941,1.14292621347689,-2.01192106031235
5.57371188741499,1.50755462270423,0.0865645016419547,-2.99197103198581
4.74958329914021,-0.170942695010565,3.22626145616647,-2.5256374515915
4.90664738509199,1.34591471462383,2.87101715161924,-1.84601749625336
5.23631826819499,1.38119073513848,2.37707027957063,-2.04900353423859
5.18368752965427,1.81572935325879,3.23094378127553,-3.49045288084354
7.01579275160251,-0.171694348831776,2.73032405639657,-2.20519597961899
4.02159989035615,2.71269654340866,1.54768086776039,-2.85326176967112
4.65033402475436,2.74098220334281,3.0953980545082,-1.81567183351102
4.39752418937442,1.31977417694464,1.65177003386505,-2.49848597096308
3.81074396818123,1.7963875251391,3.26821213748535,-2.29448282266251
5.82360896372371,-0.690202526235533,1.69247452439604,-1.98442003511467
4.74468713816823,-0.0378773522371287,2.73455149370019,-2.21280349670458
3.44864459683596,1.63387853486094,1.756992605617,-2.07997853437449
4.07434721427234,1.38163020651933,2.391410582436,-2.55984266812295
